"symbol","logFC","P.Value","chr","description"
"Angel2",0.0308270319256545,0.7976,"1","angel homolog 2"
"Fkbp3",0.0308161661083117,0.7996,"12","FK506 binding protein 3"
"Zfp7",-0.0308128669359844,0.884,"15","zinc finger protein 7"
"Mmab",0.0307943283161984,0.7564,"5","methylmalonic aciduria (cobalamin deficiency) cblB type homolog (human)"
"Tinagl1",-0.0307656452808525,0.9164,"4","tubulointerstitial nephritis antigen-like 1"
"Ppm1g",0.0307449000794717,0.606,"5","protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform"
"Polr2m",-0.03073214049508,0.824,"9","polymerase (RNA) II (DNA directed) polypeptide M"
"Add1",0.0307236537652642,0.5692,"5","adducin 1 (alpha)"
"Ythdf2",-0.0307080734617591,0.884,"4","YTH N6-methyladenosine RNA binding protein 2"
"Med4",0.0306950774239834,0.8688,"14","mediator complex subunit 4"
"Ccz1",0.0306802021068115,0.7668,"5","CCZ1 vacuolar protein trafficking and biogenesis associated"
"Lonrf3",-0.0306769348865759,0.782,"X","LON peptidase N-terminal domain and ring finger 3"
"Anxa6",0.0306736393639904,0.7624,"11","annexin A6"
"Amph",0.0306519185877017,0.8008,"13","amphiphysin"
"Mtap",0.0306342789089502,0.8148,"4","methylthioadenosine phosphorylase"
"Brip1os",-0.0305950116339986,0.816,"11","BRCA1 interacting protein C-terminal helicase 1, opposite strand"
"Pa2g4",0.0305941814404278,0.736,"10","proliferation-associated 2G4"
"Ccnj",-0.0305819248881858,0.7864,"19","cyclin J"
"Phc1",-0.030544382628924,0.7432,"6","polyhomeotic 1"
"Ttc13",-0.0305435876644893,0.7684,"8","tetratricopeptide repeat domain 13"
"Brpf1",0.0305423973725567,0.828,"6","bromodomain and PHD finger containing, 1"
"Pofut1",-0.0305346305872787,0.6288,"2","protein O-fucosyltransferase 1"
"Cdyl2",-0.0305287003986145,0.8468,"8","chromodomain protein, Y chromosome-like 2"
"Mtch2",-0.0305179224004135,0.6576,"2","mitochondrial carrier 2"
"C030018K13Rik",-0.030515416110892,0.81,"5","RIKEN cDNA C030018K13 gene"
"Rab11b",0.0304738268466602,0.8712,"17","RAB11B, member RAS oncogene family"
"Flrt3",-0.0304631888320746,0.8744,"2","fibronectin leucine rich transmembrane protein 3"
"Cep76",0.0304464299197962,0.8484,"18","centrosomal protein 76"
"4933421O10Rik",-0.0304342586912698,0.752,"4","RIKEN cDNA 4933421O10 gene"
"Mbtps1",0.0304282715369961,0.3952,"8","membrane-bound transcription factor peptidase, site 1"
"Fam149b",-0.0303969841581937,0.8804,"14","family with sequence similarity 149, member B"
"Dut",-0.0303821261462449,0.848,"2","deoxyuridine triphosphatase"
"Gse1",-0.0303731377058876,0.6488,"8","genetic suppressor element 1, coiled-coil protein"
"Eny2",-0.0303662339882331,0.9808,"15","ENY2 transcription and export complex 2 subunit"
"Erg28",0.0303432594330895,0.8384,"12","ergosterol biosynthesis 28"
"Gm5577",-0.0303046478607998,0.9232,"6","predicted gene 5577"
"Rbm45",-0.03026447204814,0.8192,"2","RNA binding motif protein 45"
"Tmem199",0.0302644275174044,0.798,"11","transmembrane protein 199"
"Agl",-0.030262180065904,0.73,"3","amylo-1,6-glucosidase, 4-alpha-glucanotransferase"
"Rhot1",-0.0302441067528596,0.8784,"11","ras homolog family member T1"
"Ankrd40",0.0302325957777247,0.8444,"11","ankyrin repeat domain 40"
"Xpo5",-0.0302056999753235,0.688,"17","exportin 5"
"Zfp772",0.0301941428759389,0.8752,"7","zinc finger protein 772"
"Armh3",-0.0301728748762029,0.8864,"19","armadillo-like helical domain containing 3"
"Sec22a",0.0301521030641054,0.8196,"16","SEC22 homolog A, vesicle trafficking protein"
"G6pdx",0.0301466914531128,0.8324,"X","glucose-6-phosphate dehydrogenase X-linked"
"Hprt",-0.0300649904762329,0.7984,"X","hypoxanthine guanine phosphoribosyl transferase"
"Dstn",0.0300436380961679,0.8156,"2","destrin"
"Cdc42bpa",-0.0300269571046154,0.704,"1","CDC42 binding protein kinase alpha"
"Sun1",-0.0300091483823284,0.7292,"5","Sad1 and UNC84 domain containing 1"
"Vezt",-0.0300010005031357,0.6528,"10","vezatin, adherens junctions transmembrane protein"
"Ndufaf1",0.0299957521594019,0.7504,"2","NADH:ubiquinone oxidoreductase complex assembly factor 1"
"Plekho2",0.0299649726312881,0.8064,"9","pleckstrin homology domain containing, family O member 2"
"Dhx40",-0.0299021899689498,0.9112,"11","DEAH (Asp-Glu-Ala-His) box polypeptide 40"
"Zfp664",-0.0298846366035779,0.298,"5","zinc finger protein 664"
"Ube4a",-0.0298832203551216,0.8492,"9","ubiquitination factor E4A"
"Map4",-0.0298729017433104,0.7668,"9","microtubule-associated protein 4"
"Fscn1",0.0298648469016332,0.9096,"5","fascin actin-bundling protein 1"
"Crot",0.0298621840985929,0.8212,"5","carnitine O-octanoyltransferase"
"Ist1",-0.0298617829384282,0.5848,"8","increased sodium tolerance 1 homolog (yeast)"
"Scd2",-0.0298268418194798,0.7628,"19","stearoyl-Coenzyme A desaturase 2"
"Fbll1",0.0297999749547584,0.894,"11","fibrillarin-like 1"
"Cyb5d2",0.029798125885665,0.8168,"11","cytochrome b5 domain containing 2"
"Fads2",0.0297865322199051,0.8636,"19","fatty acid desaturase 2"
"Cyb5b",0.0297858060147673,0.788,"8","cytochrome b5 type B"
"C630043F03Rik",0.0297402302360394,0.8064,"4","RIKEN cDNA C630043F03 gene"
"Strada",0.0297230707361944,0.8952,"11","STE20-related kinase adaptor alpha"
"Prkce",-0.0297068995162881,0.5312,"17","protein kinase C, epsilon"
"Cdk11b",0.0296736108795566,0.8112,"4","cyclin-dependent kinase 11B"
"C2cd2",0.0296707907039231,0.8216,"16","C2 calcium-dependent domain containing 2"
"Minar2",-0.0296326094740245,0.8504,"18","membrane integral NOTCH2 associated receptor 2"
"Gm15663",0.0296041658374229,0.7216,"10","predicted gene 15663"
"Rab1a",-0.0295981125184248,0.8004,"11","RAB1A, member RAS oncogene family"
"Ube2e3",-0.0295803141575428,0.7424,"2","ubiquitin-conjugating enzyme E2E 3"
"Kcns2",0.0295765959812604,0.7928,"15","K+ voltage-gated channel, subfamily S, 2"
"Atp5a1",0.0295644011078924,0.6752,"18","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1"
"Chp1",-0.0295490789596817,0.5572,"2","calcineurin-like EF hand protein 1"
"Nkiras1",0.0294864047962928,0.7,"14","NFKB inhibitor interacting Ras-like protein 1"
"Rtl6",-0.0294681627205291,0.5396,"15","retrotransposon Gag like 6"
"Zfp423",-0.0293746251651412,0.754,"8","zinc finger protein 423"
"Gdap2",-0.0293622359152153,0.7028,"3","ganglioside-induced differentiation-associated-protein 2"
"Rmi1",0.0293558556392433,0.8588,"13","RecQ mediated genome instability 1"
"Zfp868",-0.0293513732321236,0.6872,"8","zinc finger protein 868"
"Sipa1l1",-0.0293419596864446,0.6176,"12","signal-induced proliferation-associated 1 like 1"
"Cdc42",0.0292806778296457,0.7816,"4","cell division cycle 42"
"Slc25a23",-0.0292588673325067,0.8832,"17","solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"
"Dennd4b",0.0292522594070386,0.6528,"3","DENN/MADD domain containing 4B"
"Socs5",0.0292400832604791,0.6744,"17","suppressor of cytokine signaling 5"
"Sgsm1",0.0292273789625348,0.776,"5","small G protein signaling modulator 1"
"Zfp511",0.0292227225928707,0.8892,"7","zinc finger protein 511"
"Tmem43",0.0292148234672531,0.5636,"6","transmembrane protein 43"
"Inpp4a",-0.0292040019983526,0.7664,"1","inositol polyphosphate-4-phosphatase, type I"
"Epn2",-0.0291860471524226,0.7332,"11","epsin 2"
"Sin3b",0.0291333043335085,0.8032,"8","transcriptional regulator, SIN3B (yeast)"
"Adra2a",0.0291132480629788,0.7748,"19","adrenergic receptor, alpha 2a"
"Cfap300",-0.0291112735399928,0.8416,"9","cilia and flagella associated protein 300"
"Bbs2",0.0290908694012142,0.7408,"8","Bardet-Biedl syndrome 2 (human)"
"Fbln1",-0.0290908420047464,0.8472,"15","fibulin 1"
"Scg3",-0.0290813884330934,0.7756,"9","secretogranin III"
"Mbd2",-0.0290749955308005,0.7176,"18","methyl-CpG binding domain protein 2"
"Oxnad1",0.0290689084529676,0.7944,"14","oxidoreductase NAD-binding domain containing 1"
"P2rx7",-0.0290459417676301,0.8556,"5","purinergic receptor P2X, ligand-gated ion channel, 7"
"Sprtn",-0.0290417076566865,0.8672,"8","SprT-like N-terminal domain"
"Snrpc",0.0290176155474251,0.884,"17","U1 small nuclear ribonucleoprotein C"
"Arhgef17",0.0290071560145435,0.7832,"7","Rho guanine nucleotide exchange factor (GEF) 17"
"Slc25a51",-0.0289846580309145,0.7208,"4","solute carrier family 25, member 51"
"4933427D14Rik",-0.0289662938373603,0.8852,"11","RIKEN cDNA 4933427D14 gene"
"4933427D14Rik",-0.0289662938373603,0.8852,"11","RIKEN cDNA 4933427D14 gene"
"4933427D14Rik",-0.0289662938373603,0.8852,"11","RIKEN cDNA 4933427D14 gene"
"Bmp1",-0.0289480798967467,0.902,"14","bone morphogenetic protein 1"
"Rlbp1",0.0289436729865686,0.8684,"7","retinaldehyde binding protein 1"
"Ruvbl1",-0.028939501980922,0.8152,"6","RuvB-like protein 1"
"Nup188",-0.0289039546039049,0.7236,"2","nucleoporin 188"
"Nnat",0.0288661927412805,0.886,"2","neuronatin"
"Psmd10",0.0288484640187598,0.82,"X","proteasome (prosome, macropain) 26S subunit, non-ATPase, 10"
"Id2",-0.0288343257496217,0.882,"12","inhibitor of DNA binding 2"
"G3bp1",-0.0288316856612285,0.7036,"11","GTPase activating protein (SH3 domain) binding protein 1"
"Pigo",0.0288259165741147,0.7916,"4","phosphatidylinositol glycan anchor biosynthesis, class O"
"Cebpb",0.0288019559119563,0.9304,"2","CCAAT/enhancer binding protein (C/EBP), beta"
"Anks1",-0.0287659528033286,0.7536,"17","ankyrin repeat and SAM domain containing 1"
"Hsd11b1",0.0287648693327478,0.8244,"1","hydroxysteroid 11-beta dehydrogenase 1"
"Smn1",0.0287591279683701,0.8784,"13","survival motor neuron 1"
"Kbtbd3",-0.0287283570689403,0.8536,"9","kelch repeat and BTB (POZ) domain containing 3"
"Scamp2",0.028725922503936,0.806,"9","secretory carrier membrane protein 2"
"Atxn7l3b",-0.0287099181706969,0.7572,"10","ataxin 7-like 3B"
"Plcl2",0.0286986922078283,0.832,"17","phospholipase C-like 2"
"Zfp91",0.0286955544201453,0.7064,"19","zinc finger protein 91"
"Rims1",-0.028695498852076,0.752,"1","regulating synaptic membrane exocytosis 1"
"Wipf3",0.0286819745932814,0.8044,"6","WAS/WASL interacting protein family, member 3"
"Tlk2",0.0286781491977015,0.4548,"11","tousled-like kinase 2 (Arabidopsis)"
"Hgs",-0.0286720436223096,0.6936,"11","HGF-regulated tyrosine kinase substrate"
"Evc",0.0286603846344571,0.8536,"5","EvC ciliary complex subunit 1"
"Fitm2",0.0286544678003358,0.9196,"2","fat storage-inducing transmembrane protein 2"
"Mapk9",0.028630584184179,0.7604,"11","mitogen-activated protein kinase 9"
"Grb10",-0.0286281289877861,0.8648,"11","growth factor receptor bound protein 10"
"Rwdd1",0.0286257605589162,0.804,"10","RWD domain containing 1"
"Tchh",-0.0286253957379135,0.8472,"3","trichohyalin"
"Lpin2",-0.0285948628204578,0.8216,"17","lipin 2"
"Commd10",0.0285819661047544,0.8416,"18","COMM domain containing 10"
"Mrps6",0.0285717858729839,0.918,"16","mitochondrial ribosomal protein S6"
"Cenpx",0.0285682681151229,0.8976,"11","centromere protein X"
"Fam76a",0.0285639933941848,0.8012,"4","family with sequence similarity 76, member A"
"Sdc3",0.0285597080567923,0.7084,"4","syndecan 3"
"4933412E12Rik",0.0285502589162459,0.8732,"10","RIKEN cDNA 4933412E12 gene"
"Tnpo2",0.0285482756232751,0.9216,"8","transportin 2 (importin 3, karyopherin beta 2b)"
"Nrsn2",0.0285032225824988,0.852,"2","neurensin 2"
"Gal3st3",-0.0284913573961303,0.888,"19","galactose-3-O-sulfotransferase 3"
"Dcaf5",0.0284827613817136,0.386,"12","DDB1 and CUL4 associated factor 5"
"Exoc6b",0.02848191292194,0.8348,"6","exocyst complex component 6B"
"Rsrp1",-0.0284220058408513,0.842,"4","arginine/serine rich protein 1"
"Lipt2",0.0283926831289674,0.86,"7","lipoyl(octanoyl) transferase 2 (putative)"
"Cars",-0.0283532890448868,0.9008,"7","cysteinyl-tRNA synthetase"
"Firre",-0.028351415243697,0.946,"X","functional intergenic repeating RNA element"
"Ccnd3",0.0283460913919651,0.8496,"17","cyclin D3"
"Slc2a3",0.0283433899361301,0.68,"6","solute carrier family 2 (facilitated glucose transporter), member 3"
"Nepro",-0.0283381604320092,0.834,"16","nucleolus and neural progenitor protein"
"Nckap1",0.0283226518791615,0.8536,"2","NCK-associated protein 1"
"Arl6ip1",0.0282914123751086,0.8108,"7","ADP-ribosylation factor-like 6 interacting protein 1"
"Gm1976",0.0282912152498316,0.7328,"17","predicted gene 1976"
"Arglu1",-0.0282745071403863,0.768,"8","arginine and glutamate rich 1"
"Sox12",-0.0282694212039303,0.8528,"2","SRY (sex determining region Y)-box 12"
"Tmsb10",-0.0282494086122949,0.9168,"6","thymosin, beta 10"
"Rxylt1",0.0282473790105664,0.8644,"10","ribitol xylosyltransferase 1"
"Exosc10",0.0282428313178809,0.6996,"4","exosome component 10"
"Tdp2",-0.0282389084160672,0.7196,"13","tyrosyl-DNA phosphodiesterase 2"
"Dpp6",-0.0282380851862722,0.6568,"5","dipeptidylpeptidase 6"
"Pskh1",0.028219031445373,0.7764,"8","protein serine kinase H1"
"Has3",-0.0282160002355023,0.8712,"8","hyaluronan synthase 3"
"Zfp174",0.0282108309907136,0.8596,"16","zinc finger protein 174"
"Maged2",0.0282081944680392,0.804,"X","MAGE family member D2"
"Adcy3",-0.0281965327535829,0.8224,"12","adenylate cyclase 3"
"Dhrs11",0.0281951819027841,0.9264,"11","dehydrogenase/reductase (SDR family) member 11"
"Taf6",0.0281602845304967,0.8012,"5","TATA-box binding protein associated factor 6"
"Snx12",-0.0281429660162997,0.538,"X","sorting nexin 12"
"Tmc6",0.028115645822739,0.89,"11","transmembrane channel-like gene family 6"
"Stat3",-0.028115128577678,0.8476,"11","signal transducer and activator of transcription 3"
"Immt",0.0280938551052241,0.5156,"6","inner membrane protein, mitochondrial"
"Rpusd4",0.0280938543089033,0.8888,"9","RNA pseudouridylate synthase domain containing 4"
"Aff1",-0.02808976408026,0.9076,"5","AF4/FMR2 family, member 1"
"B230303A05Rik",-0.0280768505995352,0.7868,"13","RIKEN cDNA B230303A05 gene"
"Man2a2",-0.0280261301274427,0.7556,"7","mannosidase 2, alpha 2"
"Pprc1",-0.0279968421040184,0.8532,"19","peroxisome proliferative activated receptor, gamma, coactivator-related 1"
"P3h1",0.0279391883373648,0.9156,"4","prolyl 3-hydroxylase 1"
"Ubl3",-0.0279335947878181,0.9412,"5","ubiquitin-like 3"
"Paxip1",-0.0279098394840815,0.6708,"5","PAX interacting (with transcription-activation domain) protein 1"
"Nisch",0.0278754874225697,0.8236,"14","nischarin"
"Ppp1r16b",0.0278524287757973,0.7064,"2","protein phosphatase 1, regulatory subunit 16B"
"Cyp46a1",0.0278519727501285,0.9308,"12","cytochrome P450, family 46, subfamily a, polypeptide 1"
"Plcxd2",-0.0278158864423688,0.936,"16","phosphatidylinositol-specific phospholipase C, X domain containing 2"
"Gm2061",0.0277729050475215,0.8532,"1","predicted gene 2061"
"Txndc5",-0.0277611344354094,0.7376,"13","thioredoxin domain containing 5"
"Timm29",-0.0276928904630198,0.8444,"9","translocase of inner mitochondrial membrane 29"
"Cant1",0.0276915105391895,0.6656,"11","calcium activated nucleotidase 1"
"Uxs1",-0.0276808244796447,0.8796,"1","UDP-glucuronate decarboxylase 1"
"Ing2",0.0276585597329939,0.7296,"8","inhibitor of growth family, member 2"
"Tmem129",-0.0276527564537412,0.6968,"5","transmembrane protein 129"
"Elac1",-0.0276471419701618,0.792,"18","elaC ribonuclease Z 1"
"Celsr1",-0.0275753585977538,0.8828,"15","cadherin, EGF LAG seven-pass G-type receptor 1"
"Emp2",-0.0275583755421103,0.8448,"16","epithelial membrane protein 2"
"Slc35b4",0.027517302703588,0.5044,"6","solute carrier family 35, member B4"
"Zfp551",0.0275143433386942,0.9496,"7","zinc fingr protein 551"
"Tnrc6a",-0.0274840150225817,0.8356,"7","trinucleotide repeat containing 6a"
"Ddb2",-0.0274339557237417,0.9176,"2","damage specific DNA binding protein 2"
"Ywhaq",-0.0274199433368754,0.8396,"12","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta"
"Scn4b",-0.0274143896541466,0.8028,"9","sodium channel, type IV, beta"
"Mok",-0.0274138465030886,0.8364,"12","MOK protein kinase"
"Fcgrt",-0.0274054499810155,0.8572,"7","Fc fragment of IgG receptor and transporter"
"Cabin1",0.0274042874813327,0.814,"10","calcineurin binding protein 1"
"Nsun7",-0.0274036422408788,0.924,"5","NOL1/NOP2/Sun domain family, member 7"
"Chgb",0.0273827328475402,0.8604,"2","chromogranin B"
"Arhgap23",0.0273761622172293,0.6884,"11","Rho GTPase activating protein 23"
"Dpagt1",0.027349511149509,0.7756,"9","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"
"Mycbp",0.0273356972771839,0.8048,"4","MYC binding protein"
"Usp6nl",-0.0273223412597288,0.9012,"2","USP6 N-terminal like"
"Dtd1",0.0273137559746495,0.876,"2","D-tyrosyl-tRNA deacylase 1"
"Aebp1",-0.0272342994061434,0.7984,"11","AE binding protein 1"
"Acadsb",-0.0272316430463402,0.7188,"7","acyl-Coenzyme A dehydrogenase, short/branched chain"
"Hs1bp3",0.0272313288505117,0.8552,"12","HCLS1 binding protein 3"
"Mief2",-0.0272274114830551,0.8508,"11","mitochondrial elongation factor 2"
"Sart3",0.0272246245608407,0.6396,"5","squamous cell carcinoma antigen recognized by T cells 3"
"Fbxo9",0.0272126136462694,0.736,"9","f-box protein 9"
"Tbc1d2b",-0.0271777150520469,0.8532,"9","TBC1 domain family, member 2B"
"Lix1l",0.0271659190607139,0.7536,"3","Lix1-like"
"AI854703",0.0271609828942507,0.878,"6","expressed sequence AI854703"
"Pgam5",0.0271512513639394,0.7264,"5","phosphoglycerate mutase family member 5"
"A2ml1",-0.0271365133407508,0.9012,"6","alpha-2-macroglobulin like 1"
"Thyn1",0.027127509587197,0.8652,"9","thymocyte nuclear protein 1"
"Rbmx2",-0.0271226456256928,0.7324,"X","RNA binding motif protein, X-linked 2"
"Sf3a2",0.0271129159249091,0.9172,"10","splicing factor 3a, subunit 2"
"Uckl1",-0.02710931352334,0.7172,"2","uridine-cytidine kinase 1-like 1"
"Ralgps2",-0.0270935127286567,0.8584,"1","Ral GEF with PH domain and SH3 binding motif 2"
"Mprip",0.0270507341553632,0.8324,"11","myosin phosphatase Rho interacting protein"
"Rnps1",-0.0270498476820595,0.8424,"17","RNA binding protein with serine rich domain 1"
"Nol11",-0.0270192209038012,0.8584,"11","nucleolar protein 11"
"Gga2",0.0269953931038271,0.8384,"7","golgi associated, gamma adaptin ear containing, ARF binding protein 2"
"Slc1a1",0.0269473576033619,0.4984,"19","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1"
"Tbc1d31",0.0269286009416807,0.822,"15","TBC1 domain family, member 31"
"Kcnj10",-0.0269098311376013,0.9212,"1","potassium inwardly-rectifying channel, subfamily J, member 10"
"Lonp1",0.0269018194848361,0.8276,"17","lon peptidase 1, mitochondrial"
"Sertm1",-0.0268566398212862,0.8444,"3","serine rich and transmembrane domain containing 1"
"Sclt1",-0.0268478628354281,0.8824,"3","sodium channel and clathrin linker 1"
"Sec16a",-0.0268324512986542,0.8944,"2","SEC16 homolog A, endoplasmic reticulum export factor"
"Lysmd2",-0.0268272202799578,0.9,"9","LysM, putative peptidoglycan-binding, domain containing 2"
"Man2b2",0.0268213316745438,0.7676,"5","mannosidase 2, alpha B2"
"Ercc3",-0.0268029026420207,0.7948,"18","excision repair cross-complementing rodent repair deficiency, complementation group 3"
"Psen1",0.02678399027615,0.6568,"12","presenilin 1"
"Synpo",0.0267281984199315,0.9612,"18","synaptopodin"
"Ttc37",0.0267273601364661,0.9376,"13","tetratricopeptide repeat domain 37"
"Ankrd13c",-0.0267027443575882,0.6136,"3","ankyrin repeat domain 13c"
"Lclat1",-0.0266984941402795,0.8932,"17","lysocardiolipin acyltransferase 1"
"Ranbp10",0.0266939037284422,0.7952,"8","RAN binding protein 10"
"Mtmr11",0.026650013871421,0.8304,"3","myotubularin related protein 11"
"Cacna1a",-0.0266446543375807,0.8188,"8","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
"Clic4",-0.0266428403748185,0.8792,"4","chloride intracellular channel 4 (mitochondrial)"
"Tspan12",0.0266184148839343,0.8048,"6","tetraspanin 12"
"Sgpl1",-0.0265823642861038,0.3696,"10","sphingosine phosphate lyase 1"
"Pdlim5",0.0265744820547216,0.8628,"3","PDZ and LIM domain 5"
"Gpatch2l",-0.0265650593476545,0.7912,"12","G patch domain containing 2 like"
"Magee2",-0.0265639334071253,0.9144,"X","MAGE family member E2"
"Cab39l",0.0265475786062153,0.876,"14","calcium binding protein 39-like"
"Tln2",-0.0265428406203441,0.8464,"9","talin 2"
"Cdk5rap2",-0.0265279853270037,0.8608,"4","CDK5 regulatory subunit associated protein 2"
"Med27",0.0264769595043459,0.8732,"2","mediator complex subunit 27"
"Ebna1bp2",-0.0264556687359185,0.646,"4","EBNA1 binding protein 2"
"Ablim1",0.0264306237223151,0.8524,"19","actin-binding LIM protein 1"
"Wrn",-0.0264014713168379,0.6172,"8","Werner syndrome RecQ like helicase"
"Gnpat",0.0263570077341377,0.4552,"8","glyceronephosphate O-acyltransferase"
"Ehmt1",0.0263499473143325,0.6952,"2","euchromatic histone methyltransferase 1"
"Prune1",-0.0263409277053492,0.7252,"3","prune exopolyphosphatase"
"Unc5a",-0.0263263990179281,0.8212,"13","unc-5 netrin receptor A"
"Trappc6b",-0.0263100769399713,0.8628,"12","trafficking protein particle complex 6B"
"Pttg1ip",0.0262864390828019,0.6792,"10","pituitary tumor-transforming 1 interacting protein"
"Rerg",-0.0262709613898844,0.9364,"6","RAS-like, estrogen-regulated, growth-inhibitor"
"Hps5",-0.0262687442430103,0.8276,"7","HPS5, biogenesis of lysosomal organelles complex 2 subunit 2"
"Eif5",-0.0262528752864393,0.6632,"12","eukaryotic translation initiation factor 5"
"Hs2st1",-0.0262194347385485,0.844,"3","heparan sulfate 2-O-sulfotransferase 1"
"Slc17a8",0.0262142647200214,0.8764,"10","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8"
"Snrpd1",-0.0262126679206967,0.8932,"18","small nuclear ribonucleoprotein D1"
"Madd",-0.0261991333993459,0.798,"2","MAP-kinase activating death domain"
"Hpf1",0.026184549372025,0.8852,"8","histone PARylation factor 1"
"Rps26",-0.0261623310778605,0.9352,"10","ribosomal protein S26"
"1810030O07Rik",-0.026152225303175,0.804,"X","RIKEN cDNA 1810030O07 gene"
"Rad51c",0.0261094091334744,0.8864,"11","RAD51 paralog C"
"Cmc1",0.0261074158278181,0.8684,"9","COX assembly mitochondrial protein 1"
"Stk39",-0.0260448878548676,0.8344,"2","serine/threonine kinase 39"
"Sema4g",-0.0260305787550612,0.8428,"19","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"
"Gnao1",-0.0260184516700068,0.7456,"8","guanine nucleotide binding protein, alpha O"
"Mthfd2l",0.0260162919383795,0.8624,"5","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like"
"Tmem231",-0.0260093992188382,0.6968,"8","transmembrane protein 231"
"Hnrnpab",0.0259979822966336,0.772,"11","heterogeneous nuclear ribonucleoprotein A/B"
"Upp2",0.0259815533028864,0.862,"2","uridine phosphorylase 2"
"Smim13",0.0259644317412029,0.6564,"13","small integral membrane protein 13"
"Wdr48",-0.0259441097941675,0.9056,"9","WD repeat domain 48"
"Sh3gl3",0.0259423672822026,0.9252,"7","SH3-domain GRB2-like 3"
"Paf1",-0.0259145436123802,0.856,"7","Paf1, RNA polymerase II complex component"
"Laptm4b",-0.0258566949082848,0.846,"15","lysosomal-associated protein transmembrane 4B"
"Sh3pxd2a",0.0258474943264249,0.778,"19","SH3 and PX domains 2A"
"Tpd52",0.0258441930790179,0.7704,"3","tumor protein D52"
"6530402F18Rik",0.0258433462766892,0.8264,"2","RIKEN cDNA 6530402F18 gene"
"Sumf1",0.0258069477997287,0.7468,"6","sulfatase modifying factor 1"
"Pank1",0.0257903925368188,0.8324,"19","pantothenate kinase 1"
"Prpf38a",0.0257808057803555,0.8472,"4","PRP38 pre-mRNA processing factor 38 (yeast) domain containing A"
"Nufip1",0.0257701546062465,0.7412,"14","nuclear FMR1 interacting protein 1"
"H2bc21",0.0257345879551183,0.8396,"3","H2B clustered histone 21"
"Dusp1",-0.0256840231944651,0.9264,"17","dual specificity phosphatase 1"
"Nat10",-0.0256425438821513,0.7744,"2","N-acetyltransferase 10"
"Rnf170",-0.0256277360703487,0.8348,"8","ring finger protein 170"
"Zfp275",-0.0256010264601123,0.8224,"X","zinc finger protein 275"
"Stat5b",-0.0255549285976531,0.8192,"11","signal transducer and activator of transcription 5B"
"Ctdp1",-0.0254668706064107,0.5436,"18","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1"
"Polm",0.0254483723471375,0.9148,"11","polymerase (DNA directed), mu"
"Ppt2",0.025445271804041,0.8772,"17","palmitoyl-protein thioesterase 2"
"Prpf18",0.0254405925800354,0.7464,"2","pre-mRNA processing factor 18"
"Zdhhc2",0.0254387347813498,0.8688,"8","zinc finger, DHHC domain containing 2"
"Sh3bgrl",0.0254324273435191,0.7424,"X","SH3-binding domain glutamic acid-rich protein like"
"Atoh8",0.0254252968156456,0.8644,"6","atonal bHLH transcription factor 8"
"Nras",-0.0254246330202061,0.5388,"3","neuroblastoma ras oncogene"
"St8sia1",0.025370226108512,0.8732,"6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
"Cfap100",0.0253686321551694,0.9452,"6","cilia and flagella associated protein 100"
"Casp2",0.0253564030042943,0.8812,"6","caspase 2"
"Denr",0.0253156311980227,0.908,"5","density-regulated protein"
"Ube2l6",-0.0253093671482467,0.9068,"2","ubiquitin-conjugating enzyme E2L 6"
"Qtrt2",-0.0253068909081744,0.9384,"16","queuine tRNA-ribosyltransferase accessory subunit 2"
"Zfp622",0.0252874412487136,0.8812,"15","zinc finger protein 622"
"1110038B12Rik",0.0252771270460412,0.9016,"17","RIKEN cDNA 1110038B12 gene"
"Pfn2",-0.0252639894580682,0.7952,"3","profilin 2"
"Ybx3",-0.0252571697994215,0.8316,"6","Y box protein 3"
"Luc7l",0.0252551287355605,0.8232,"17","Luc7-like"
"Gpatch1",0.0252229370523489,0.7856,"7","G patch domain containing 1"
"Vwa8",-0.0251969355737218,0.6888,"14","von Willebrand factor A domain containing 8"
"Cap1",-0.0251728771898687,0.7364,"4","CAP, adenylate cyclase-associated protein 1 (yeast)"
"Slco3a1",0.0251654958371406,0.736,"7","solute carrier organic anion transporter family, member 3a1"
"Ccnd2",0.0251467023844265,0.7752,"6","cyclin D2"
"Nkd1",-0.0251311287136033,0.8396,"8","naked cuticle 1"
"Sh3gl2",-0.0251284905404674,0.882,"4","SH3-domain GRB2-like 2"
"H2az2",0.0251263029059352,0.9052,"11","H2A.Z histone variant 2"
"Tshz3",-0.0251262624652924,0.8516,"7","teashirt zinc finger family member 3"
"Copg1",0.025098432912035,0.7552,"6","coatomer protein complex, subunit gamma 1"
