"symbol","logFC","P.Value","chr","description"
"Sos1",-0.246699384504762,0.4608,"17","SOS Ras/Rac guanine nucleotide exchange factor 1"
"Slc26a8",0.246695509885519,0.2612,"17","solute carrier family 26, member 8"
"Acbd6",0.246612243246909,0.2372,"1","acyl-Coenzyme A binding domain containing 6"
"Rtn4r",0.246602014298883,0.368,"16","reticulon 4 receptor"
"Mrpl43",0.246458286217529,0.2428,"19","mitochondrial ribosomal protein L43"
"Oxa1l",0.246388990340573,0.1704,"14","oxidase assembly 1-like"
"Smarca2",-0.246354925660894,0.0124,"19","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
"Abhd8",0.246352087028861,0.3736,"8","abhydrolase domain containing 8"
"B4galnt4",0.246349677663297,0.1044,"7","beta-1,4-N-acetyl-galactosaminyl transferase 4"
"Mars2",-0.246348101061076,0.4908,"1","methionine-tRNA synthetase 2 (mitochondrial)"
"Wbp1",0.246338333014561,0.3804,"6","WW domain binding protein 1"
"Dll1",-0.246320881841227,0.0564,"17","delta like canonical Notch ligand 1"
"Ttll6",0.246318476274206,0.4836,"11","tubulin tyrosine ligase-like family, member 6"
"Dhx36",-0.246170153834133,0.5624,"3","DEAH (Asp-Glu-Ala-His) box polypeptide 36"
"Elp5",0.246151715355801,0.4076,"11","elongator acetyltransferase complex subunit 5"
"Tgfb2",-0.24613477881247,0.2464,"1","transforming growth factor, beta 2"
"Taldo1",0.24598837770527,0.4448,"7","transaldolase 1"
"Zfp346",0.245901967162329,0.0344,"13","zinc finger protein 346"
"Cabp1",0.245868329379216,0.4888,"5","calcium binding protein 1"
"Tra2a",-0.24580891046226,0.2888,"6","transformer 2 alpha"
"Timm50",0.245684525053753,0.22,"7","translocase of inner mitochondrial membrane 50"
"Pkd1l3",-0.245674357625311,0.4508,"8","polycystic kidney disease 1 like 3"
"Orai2",0.24565301235223,0.206,"5","ORAI calcium release-activated calcium modulator 2"
"Stt3a",-0.245641668674818,0.0296,"9","STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)"
"Sebox",0.245568605387243,0.2708,"11","SEBOX homeobox"
"Mrpl27",0.245545868477808,0.3236,"11","mitochondrial ribosomal protein L27"
"Zmynd10",0.245542322895182,0.3244,"9","zinc finger, MYND domain containing 10"
"Gdap1l1",0.24553749103498,0.3964,"2","ganglioside-induced differentiation-associated protein 1-like 1"
"Chml",-0.245402911168852,0.394,"1","choroideremia-like"
"Cdk17",-0.245331577700185,0.654,"10","cyclin-dependent kinase 17"
"Stmn4",0.245197893164289,0.4396,"14","stathmin-like 4"
"Emilin2",0.245125665014148,0.2008,"17","elastin microfibril interfacer 2"
"Echs1",0.245116789015914,0.0488,"7","enoyl Coenzyme A hydratase, short chain, 1, mitochondrial"
"Ddx5",-0.245044998199822,0.2404,"11","DEAD box helicase 5"
"Borcs6",0.245031402029259,0.2824,"11","BLOC-1 related complex subunit 6"
"Ide",-0.245023992713553,0.1832,"19","insulin degrading enzyme"
"Mdc1",-0.244999111207807,0.3244,"17","mediator of DNA damage checkpoint 1"
"Polr2f",0.244958107249892,0.52,"15","polymerase (RNA) II (DNA directed) polypeptide F"
"Ly6e",0.244912016049423,0.3224,"15","lymphocyte antigen 6 complex, locus E"
"Eml3",0.244882116878093,0.2028,"19","echinoderm microtubule associated protein like 3"
"Tsen54",0.244841069177101,0.2024,"11","tRNA splicing endonuclease subunit 54"
"Map3k13",-0.244827902008234,0.6028,"16","mitogen-activated protein kinase kinase kinase 13"
"Slc25a39",0.244790287622419,0.494,"11","solute carrier family 25, member 39"
"Kcnc2",-0.244716262007504,0.2408,"10","potassium voltage gated channel, Shaw-related subfamily, member 2"
"Nop10",0.244689467172789,0.4396,"2","NOP10 ribonucleoprotein"
"Tle4",-0.244679967806465,0.338,"19","transducin-like enhancer of split 4"
"Atxn2",-0.244674936003006,0.0448,"5","ataxin 2"
"Kmt2a",-0.244533321478095,0.448,"9","lysine (K)-specific methyltransferase 2A"
"Macf1",-0.244516456883524,0.3452,"4","microtubule-actin crosslinking factor 1"
"Rpl7",0.244459151760409,0.324,"1","ribosomal protein L7"
"Usp20",0.244454909504491,0.0276,"2","ubiquitin specific peptidase 20"
"Slc35a3",-0.244420583745205,0.4292,"3","solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3"
"Fn3k",0.244399072436002,0.0496,"11","fructosamine 3 kinase"
"Gtpbp6",0.244393536235838,0.1192,"5","GTP binding protein 6 (putative)"
"Nupl2",0.244380761759972,0.0328,"5","nucleoporin like 2"
"Tmem266",0.244324164298623,0.2528,"9","transmembrane protein 266"
"Itsn2",-0.244292422798339,0.5232,"12","intersectin 2"
"Mynn",-0.244231950699444,0.1772,"3","myoneurin"
"Mlycd",0.244179699044982,0.0984,"8","malonyl-CoA decarboxylase"
"Fgfr1op2",-0.244175035227535,0.008,"6","FGFR1 oncogene partner 2"
"Tprn",0.243998067686666,0.3436,"2","taperin"
"Sspo",0.243877367611658,0.5532,"6","SCO-spondin"
"Sipa1l3",-0.243873379961187,0.0476,"7","signal-induced proliferation-associated 1 like 3"
"Herc3",-0.243863567953839,0.7492,"6","hect domain and RLD 3"
"Cpeb2",-0.243802387066107,0.3688,"5","cytoplasmic polyadenylation element binding protein 2"
"Srek1",-0.243779110648382,0.5124,"13","splicing regulatory glutamine/lysine-rich protein 1"
"Terf1",-0.24377414777324,0.1212,"1","telomeric repeat binding factor 1"
"Nr2e1",-0.243670232777247,0,"10","nuclear receptor subfamily 2, group E, member 1"
"Virma",-0.243461304992629,0.3784,"4","vir like m6A methyltransferase associated"
"Nckap5",-0.243458654755774,0.166,"1","NCK-associated protein 5"
"Adcy7",-0.243408269547236,0.3968,"8","adenylate cyclase 7"
"Gpr17",-0.24337266692742,0.4076,"18","G protein-coupled receptor 17"
"Ankrd9",0.243336713496811,0.2168,"12","ankyrin repeat domain 9"
"Notch1",-0.243236009172386,0.3604,"2","notch 1"
"Ramp1",0.24319954040154,0.3924,"1","receptor (calcitonin) activity modifying protein 1"
"Htr1b",-0.243171323761078,0.366,"9","5-hydroxytryptamine (serotonin) receptor 1B"
"Penk",-0.243131572897926,0.3752,"4","preproenkephalin"
"Mfsd10",0.243120568818197,0.3808,"5","major facilitator superfamily domain containing 10"
"Phip",-0.2430862325981,0.3984,"9","pleckstrin homology domain interacting protein"
"Pomgnt1",0.243070318479869,0.0268,"4","protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase"
"Pomgnt1",0.243070318479869,0.0268,"4","protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase"
"Adat1",-0.243052068314592,0.1892,"8","adenosine deaminase, tRNA-specific 1"
"Entpd3",0.242994338708781,0.1824,"9","ectonucleoside triphosphate diphosphohydrolase 3"
"Fry",-0.242968898579844,0.4176,"5","FRY microtubule binding protein"
"Pus3",0.242834527880836,0.176,"9","pseudouridine synthase 3"
"Donson",-0.242755112614949,0.19,"16","downstream neighbor of SON"
"Wnt9a",0.242693651965428,0.3396,"11","wingless-type MMTV integration site family, member 9A"
"Car7",0.242671659270283,0.4108,"8","carbonic anhydrase 7"
"Cspp1",-0.242647275448038,0.324,"1","centrosome and spindle pole associated protein 1"
"Dnlz",0.242590692171569,0.4028,"2","DNL-type zinc finger"
"Gcat",0.242587520996315,0.38,"15","glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)"
"Gcat",0.242587520996315,0.38,"15","glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)"
"Dzip3",-0.24258660640656,0.4268,"16","DAZ interacting protein 3, zinc finger"
"Zcchc17",0.242561248723806,0.3976,"4","zinc finger, CCHC domain containing 17"
"Zfp521",-0.24252918342301,0.1364,"18","zinc finger protein 521"
"Ptprm",-0.242467764419286,0.4104,"17","protein tyrosine phosphatase, receptor type, M"
"Carmil1",-0.242462888675449,0.178,"13","capping protein regulator and myosin 1 linker 1"
"Ndufb6",0.242373950365494,0.2216,"4","NADH:ubiquinone oxidoreductase subunit B6"
"Kctd16",-0.24231949296506,0.3256,"18","potassium channel tetramerisation domain containing 16"
"Ano10",0.242304612383354,0.1304,"9","anoctamin 10"
"Cnot6l",-0.242303544521183,0.2924,"5","CCR4-NOT transcription complex, subunit 6-like"
"Cybrd1",0.242139550607197,0.09,"2","cytochrome b reductase 1"
"Sertad1",0.242086425429937,0.4092,"7","SERTA domain containing 1"
"Srsf1",-0.24208075641707,0.1768,"11","serine and arginine-rich splicing factor 1"
"Miga2",0.241986736334796,0.1044,"2","mitoguardin 2"
"Dgkb",-0.241868834293403,0.4404,"12","diacylglycerol kinase, beta"
"Ndufb2",0.241862720127746,0.4524,"6","NADH:ubiquinone oxidoreductase subunit B2"
"Ago2",-0.241855919471894,0.648,"15","argonaute RISC catalytic subunit 2"
"Hnrnph2",-0.241841784709775,0.264,"X","heterogeneous nuclear ribonucleoprotein H2"
"Rapgef2",-0.241806391306254,0.61,"3","Rap guanine nucleotide exchange factor (GEF) 2"
"Tbr1",-0.241649565461414,0.554,"2","T-box brain transcription factor 1"
"Marcks",-0.241576835252047,0.0356,"10","myristoylated alanine rich protein kinase C substrate"
"Caprin1",-0.241573468206413,0.3636,"2","cell cycle associated protein 1"
"Gpr37",-0.241173326795,0.2212,"6","G protein-coupled receptor 37"
"Osbpl7",0.241172761665639,0.4092,"11","oxysterol binding protein-like 7"
"Fmnl2",-0.241121575386164,0.106,"2","formin-like 2"
"Psma7",0.241050439312447,0.3108,"2","proteasome subunit alpha 7"
"Selenbp1",0.241001889553201,0.1368,"3","selenium binding protein 1"
"Arpc4",0.240932944950187,0.3364,"6","actin related protein 2/3 complex, subunit 4"
"Scn2a",-0.240901994697755,0.5712,"2","sodium channel, voltage-gated, type II, alpha"
"Lactb2",-0.240888162499228,0.5528,"1","lactamase, beta 2"
"Tmem265",0.240691047032877,0.3512,"7","transmembrane protein 265"
"Ciao3",0.240673817950252,0.0968,"17","cytosolic iron-sulfur assembly component 3"
"Lyplal1",-0.240632573711186,0.2532,"1","lysophospholipase-like 1"
"Ythdc1",-0.240402566986899,0.2652,"5","YTH domain containing 1"
"Prpf38b",-0.24037127361558,0.1384,"3","PRP38 pre-mRNA processing factor 38 (yeast) domain containing B"
"Tgfb1i1",0.240179880254161,0.1424,"7","transforming growth factor beta 1 induced transcript 1"
"Gm11696",0.240174651999726,0.4296,"11","predicted gene 11696"
"Saraf",0.240034979007527,0.0776,"8","store-operated calcium entry-associated regulatory factor"
"Mycbpap",0.240032197392523,0.4576,"11","MYCBP associated protein"
"Timm9",0.239967215397098,0.3104,"12","translocase of inner mitochondrial membrane 9"
"Lysmd3",-0.239772965570401,0.5964,"13","LysM, putative peptidoglycan-binding, domain containing 3"
"Rell2",0.239755531206997,0.1684,"18","RELT-like 2"
"Rundc3a",0.239704119990792,0.4828,"11","RUN domain containing 3A"
"Mir1900",-0.239574791129957,0.4308,"9","microRNA 1900"
"Tcta",0.239502074624933,0.3396,"9","T cell leukemia translocation altered gene"
"Irs2",-0.239456912533125,0.3348,"8","insulin receptor substrate 2"
"Pi4k2a",0.239448322397994,0.0408,"19","phosphatidylinositol 4-kinase type 2 alpha"
"Vamp8",0.239382623716959,0.232,"6","vesicle-associated membrane protein 8"
"Arpc1b",0.239272683582248,0.2168,"5","actin related protein 2/3 complex, subunit 1B"
"Eef1a1",0.239245594453523,0.2188,"9","eukaryotic translation elongation factor 1 alpha 1"
"Sema5a",-0.239230455376015,0.3404,"15","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"
"Cuedc2",0.239225380569835,0.486,"19","CUE domain containing 2"
"Ndc1",-0.239223822630692,0.504,"4","NDC1 transmembrane nucleoporin"
"Alkbh8",-0.23911072751352,0.6612,"9","alkB homolog 8, tRNA methyltransferase"
"Parp9",-0.239100954038003,0.4276,"16","poly (ADP-ribose) polymerase family, member 9"
"Gsg1l",-0.239087252390119,0.1296,"7","GSG1-like"
"A830082K12Rik",-0.239056905742242,0.1956,"13","RIKEN cDNA A830082K12 gene"
"Slc16a7",-0.238993838169954,0.5892,"10","solute carrier family 16 (monocarboxylic acid transporters), member 7"
"Rps10",0.238923017687359,0.4496,"17","ribosomal protein S10"
"Cox5a",0.238901867774995,0.1384,"9","cytochrome c oxidase subunit 5A"
"Bfsp2",-0.238850275630056,0.548,"9","beaded filament structural protein 2, phakinin"
"Rplp2",0.238788340538479,0.5704,"7","ribosomal protein, large P2"
"Zranb2",-0.23876588807951,0.412,"3","zinc finger, RAN-binding domain containing 2"
"Dnah6",0.238734946062063,0.4716,"6","dynein, axonemal, heavy chain 6"
"Zfas1",0.238683569856936,0.5596,"2","zinc finger, NFX1-type containing 1, antisense RNA 1"
"Nhlh1",-0.238652277239081,0.5564,"1","nescient helix loop helix 1"
"Rpl14",0.238646262684475,0.5864,"9","ribosomal protein L14"
"Cacnb4",-0.238589129911385,0.4384,"2","calcium channel, voltage-dependent, beta 4 subunit"
"Elk3",-0.238526237758684,0.1108,"10","ELK3, member of ETS oncogene family"
"Rgs6",0.238420652469962,0.024,"12","regulator of G-protein signaling 6"
"Ninj1",0.238403651847323,0.1676,"13","ninjurin 1"
"Tcf12",-0.238297261239248,0.4844,"9","transcription factor 12"
"Hhip",-0.238282791963554,0.4184,"8","Hedgehog-interacting protein"
"Asah1",-0.238269262560094,0.2996,"8","N-acylsphingosine amidohydrolase 1"
"Rsbn1",-0.238209958683774,0.7064,"3","rosbin, round spermatid basic protein 1"
"Endod1",0.238169397235644,0.0028,"9","endonuclease domain containing 1"
"Mbnl1",-0.238154716757191,0,"3","muscleblind like splicing factor 1"
"Shb",0.238034572073507,0.3768,"4","src homology 2 domain-containing transforming protein B"
"Fam234a",0.238019355457385,0.3464,"17","family with sequence similarity 234, member A"
"Celf5",-0.237917518185759,0.1272,"10","CUGBP, Elav-like family member 5"
"Srrd",0.237882718130851,0.2492,"5","SRR1 domain containing"
"Gcsh",0.237718824318423,0.3464,"8","glycine cleavage system protein H (aminomethyl carrier)"
"Inpp5j",0.237645155418258,0.1868,"11","inositol polyphosphate 5-phosphatase J"
"Arhgef11",-0.237640872160429,0.4484,"3","Rho guanine nucleotide exchange factor (GEF) 11"
"Eif3m",0.23761698125861,0.1044,"2","eukaryotic translation initiation factor 3, subunit M"
"Pls3",-0.237580174742493,0.2412,"X","plastin 3 (T-isoform)"
"Ttll11",0.23752486205122,0.0584,"2","tubulin tyrosine ligase-like family, member 11"
"BC029722",0.237495389596976,0.2124,"2","cDNA sequence BC029722"
"Txnl4a",0.237419928793582,0.374,"18","thioredoxin-like 4A"
"Txn1",0.237417072995776,0.206,"4","thioredoxin 1"
"Cars2",0.237398246455508,0.066,"8","cysteinyl-tRNA synthetase 2 (mitochondrial)(putative)"
"Snf8",0.237392737257614,0.522,"11","SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)"
"Thoc2l",-0.237390066370421,0.3176,"5","THO complex subunit 2-like"
"Ccm2",0.237358330645536,0.3384,"11","cerebral cavernous malformation 2"
"Robo1",-0.237161861281002,0.6436,"16","roundabout guidance receptor 1"
"Ift20",0.23715210976165,0.4052,"11","intraflagellar transport 20"
"Atn1",-0.237077809028734,0,"6","atrophin 1"
"Atg101",0.237057187501517,0.3624,"15","autophagy related 101"
"Spint2",0.237055426825596,0.4548,"7","serine protease inhibitor, Kunitz type 2"
"Tfcp2l1",0.237011439105486,0.4028,"1","transcription factor CP2-like 1"
"Rps19bp1",0.236994612104574,0.584,"15","ribosomal protein S19 binding protein 1"
"Magi2",-0.236865150991786,0.2788,"5","membrane associated guanylate kinase, WW and PDZ domain containing 2"
"Ube2d1",-0.236797585835086,0.18,"10","ubiquitin-conjugating enzyme E2D 1"
"Fam98c",0.236773576211053,0.0884,"7","family with sequence similarity 98, member C"
"Tmem229b",0.236730676921624,0.0316,"12","transmembrane protein 229B"
"Map3k14",0.236672322689075,0.1024,"11","mitogen-activated protein kinase kinase kinase 14"
"Mob2",0.236636629772918,0.2328,"7","MOB kinase activator 2"
"Zfp326",-0.236567818301568,0.3328,"5","zinc finger protein 326"
"Nup35",0.236513085762452,0.2676,"2","nucleoporin 35"
"Rab1b",0.236473872566782,0.3692,"19","RAB1B, member RAS oncogene family"
"Sall3",-0.236422915634888,0.2916,"18","spalt like transcription factor 3"
"Ppm1m",0.236412244678557,0.2804,"9","protein phosphatase 1M"
"Emx2",-0.236329928440569,0.1288,"19","empty spiracles homeobox 2"
"Ube2m",0.236322352771963,0.4036,"7","ubiquitin-conjugating enzyme E2M"
"Kcnip1",0.23595218550355,0.0148,"11","Kv channel-interacting protein 1"
"Cox7c",0.235910045746791,0.4444,"13","cytochrome c oxidase subunit 7C"
"Atpif1",0.235865418936516,0.2904,"4","ATPase inhibitory factor 1"
"Igfbp7",-0.23583104009335,0.3364,"5","insulin-like growth factor binding protein 7"
"Stk16",0.23581491914458,0.2536,"1","serine/threonine kinase 16"
"Ak7",0.23573321429903,0.4212,"12","adenylate kinase 7"
"Ints6",-0.235730458709857,0.4168,"14","integrator complex subunit 6"
"Trnt1",-0.235638819161907,0.38,"6","tRNA nucleotidyl transferase, CCA-adding, 1"
"Manf",-0.235636185554501,0.2432,"9","mesencephalic astrocyte-derived neurotrophic factor"
"Msto1",0.235434396550242,0.104,"3","misato 1, mitochondrial distribution and morphology regulator"
"Clpp",0.235379486616059,0.4988,"17","caseinolytic mitochondrial matrix peptidase proteolytic subunit"
"Pex16",0.235375866696815,0.2152,"2","peroxisomal biogenesis factor 16"
"Lratd2",-0.235320925002376,0.4012,"15","LRAT domain containing 1"
"Rdh5",-0.235311391582194,0.6512,"10","retinol dehydrogenase 5"
"Tcp11l1",-0.235258262634385,0.6128,"2","t-complex 11 like 1"
"Dcaf1",-0.235244294533551,0.2148,"9","DDB1 and CUL4 associated factor 1"
"Pcdhga4",-0.235179380060926,0.6136,"18","protocadherin gamma subfamily A, 4"
"Trim36",-0.235111206774092,0.3816,"18","tripartite motif-containing 36"
"Cdc42ep2",0.235100648698017,0.5108,"19","CDC42 effector protein (Rho GTPase binding) 2"
"Piga",-0.235086477162083,0.2056,"X","phosphatidylinositol glycan anchor biosynthesis, class A"
"Arhgap22",0.234983760105921,0.2092,"14","Rho GTPase activating protein 22"
"Slitrk1",-0.234959642368763,0.3752,"14","SLIT and NTRK-like family, member 1"
"Map1b",-0.234905746546081,0.34,"13","microtubule-associated protein 1B"
"Cmip",-0.234891089990406,0.0792,"8","c-Maf inducing protein"
"Shisa6",-0.234789017450098,0.452,"11","shisa family member 6"
"Plppr5",-0.234683975141742,0.036,"3","phospholipid phosphatase related 5"
"Sp4",-0.234679729347655,0.3424,"12","trans-acting transcription factor 4"
"Ssr3",-0.234675707975961,0.1668,"3","signal sequence receptor, gamma"
"Nbea",-0.234667516408448,0.5092,"3","neurobeachin"
"Anxa4",-0.234644480265703,0.0964,"6","annexin A4"
"Sox6",-0.234592390040544,0.2548,"7","SRY (sex determining region Y)-box 6"
"2410002F23Rik",0.23458820163753,0.0504,"7","RIKEN cDNA 2410002F23 gene"
"Psmb5",0.234555235362305,0.1636,"14","proteasome (prosome, macropain) subunit, beta type 5"
"Luzp2",-0.234528030785037,0.0512,"7","leucine zipper protein 2"
"Qpct",-0.234489192530966,0.628,"17","glutaminyl-peptide cyclotransferase (glutaminyl cyclase)"
"Nedd1",-0.234482738766051,0.1016,"10","neural precursor cell expressed, developmentally down-regulated gene 1"
"Atp5j",0.234449756659544,0.3608,"16","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F"
"Gadd45g",0.234419098794866,0.5064,"13","growth arrest and DNA-damage-inducible 45 gamma"
"Rif1",-0.234352266808704,0.6116,"2","replication timing regulatory factor 1"
"Rasa1",-0.234338597250315,0.6216,"13","RAS p21 protein activator 1"
"Arhgap18",-0.234309013512978,0.0028,"10","Rho GTPase activating protein 18"
"Mblac2",-0.234117307337212,0.2356,"13","metallo-beta-lactamase domain containing 2"
"Lin7c",-0.23405230150591,0.292,"2","lin-7 homolog C, crumbs cell polarity complex component"
"Mylip",-0.234013870080545,0.172,"13","myosin regulatory light chain interacting protein"
"Sox13",-0.233992646715846,0.1936,"1","SRY (sex determining region Y)-box 13"
"Ccdc112",-0.233984485129022,0.4768,"18","coiled-coil domain containing 112"
"Gstm6",0.233835915095924,0.4388,"3","glutathione S-transferase, mu 6"
"Aqr",-0.233811238800575,0.4508,"2","aquarius"
"Wwtr1",-0.233802470376927,0.0164,"3","WW domain containing transcription regulator 1"
"Otud6b",-0.233791051118185,0.094,"4","OTU domain containing 6B"
"Tmub1",0.233756677896942,0.3432,"5","transmembrane and ubiquitin-like domain containing 1"
"Prpf39",-0.233724167359057,0.3304,"12","pre-mRNA processing factor 39"
"Kcnk4",0.233696364634206,0.0028,"19","potassium channel, subfamily K, member 4"
"Snhg12",0.233660635518671,0.5048,"4","small nucleolar RNA host gene 12"
"Ptgs2",-0.233609754041911,0.5612,"1","prostaglandin-endoperoxide synthase 2"
"Dock5",-0.233571668404384,0.2952,"14","dedicator of cytokinesis 5"
"Hecw1",-0.233415814206658,0.4932,"13","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"
"Gbe1",-0.233394792489691,0.484,"16","glucan (1,4-alpha-), branching enzyme 1"
"Tmed3",0.233319357588003,0.3888,"9","transmembrane p24 trafficking protein 3"
"Larp4",-0.233302963240013,0.4908,"15","La ribonucleoprotein 4"
"Rfc3",-0.233293374955923,0.0648,"5","replication factor C (activator 1) 3"
"Zbtb14",-0.233248630011337,0.1412,"17","zinc finger and BTB domain containing 14"
"Fam13c",-0.233204176941406,0.7432,"10","family with sequence similarity 13, member C"
"Arnt",-0.233168254021419,0.4684,"3","aryl hydrocarbon receptor nuclear translocator"
"Kctd17",0.23315909052407,0.4432,"15","potassium channel tetramerisation domain containing 17"
"Cdk4",0.233133996023868,0.1264,"10","cyclin-dependent kinase 4"
"Rbck1",0.233090609284052,0.4356,"2","RanBP-type and C3HC4-type zinc finger containing 1"
"Ash1l",-0.233074277476257,0.5372,"3","ASH1 like histone lysine methyltransferase"
"Brd4",-0.233073159691023,0.1016,"17","bromodomain containing 4"
"Pkn1",0.233057831602607,0.2344,"8","protein kinase N1"
"Nrip3",0.233030631819247,0.1664,"7","nuclear receptor interacting protein 3"
"Cercam",0.232968156379348,0.3768,"2","cerebral endothelial cell adhesion molecule"
"Hs6st2",-0.232781970146611,0.4164,"X","heparan sulfate 6-O-sulfotransferase 2"
"Fam83d",0.232751796554628,0.3404,"2","family with sequence similarity 83, member D"
"Lrch3",-0.2327037209593,0.548,"16","leucine-rich repeats and calponin homology (CH) domain containing 3"
"Thrsp",0.232684249149179,0.3904,"7","thyroid hormone responsive"
"Cfap126",0.232615022417019,0.2924,"1","cilia and flagella associated protein 126"
"Smc3",-0.232564656917377,0.462,"19","structural maintenance of chromosomes 3"
"H2-T23",0.232536291790542,0.4272,"17","histocompatibility 2, T region locus 23"
"Aldh1l1",0.232490798831054,0.0636,"6","aldehyde dehydrogenase 1 family, member L1"
"Zfp644",-0.232468781528006,0.5464,"5","zinc finger protein 644"
"Gcc2",-0.23236981326375,0.694,"10","GRIP and coiled-coil domain containing 2"
"Igf2",-0.232362327974408,0.7128,"7","insulin-like growth factor 2"
"Smim7",0.232157435782427,0.2028,"8","small integral membrane protein 7"
"Bbc3",0.232138367846868,0.4956,"7","BCL2 binding component 3"
"Mtif2",-0.232118906581399,0.1024,"11","mitochondrial translational initiation factor 2"
"A430005L14Rik",0.232085851439995,0.484,"4","RIKEN cDNA A430005L14 gene"
"Ebag9",-0.232080440545933,0.0476,"15","estrogen receptor-binding fragment-associated gene 9"
"Prex2",-0.232060873496636,0.2684,"1","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2"
"Dusp6",-0.232053209538429,0.276,"10","dual specificity phosphatase 6"
"Sdc4",0.232005660491459,0.3156,"2","syndecan 4"
"Eif3k",0.231971662294344,0.4736,"7","eukaryotic translation initiation factor 3, subunit K"
"Hcfc1",-0.231969673651945,0.4152,"X","host cell factor C1"
"Birc6",-0.231955458690483,0.5352,"17","baculoviral IAP repeat-containing 6"
"Gas6",0.231945344544484,0.0084,"8","growth arrest specific 6"
"Pcdhga9",-0.231860879490259,0.6488,"18","protocadherin gamma subfamily A, 9"
"2310057M21Rik",-0.23157635541886,0.5184,"7","RIKEN cDNA 2310057M21 gene"
"Stard5",0.231526630149092,0.1456,"7","StAR-related lipid transfer (START) domain containing 5"
"Slc25a36",-0.231512463897279,0.6032,"9","solute carrier family 25, member 36"
"Srsf11",-0.231460270196255,0.3184,"3","serine and arginine-rich splicing factor 11"
"Tbkbp1",0.231455259325124,0.3992,"11","TBK1 binding protein 1"
"Nptx1",-0.23145072178651,0.0976,"11","neuronal pentraxin 1"
"Ndufab1",0.231399623293144,0.1964,"7","NADH:ubiquinone oxidoreductase subunit AB1"
"Akr1a1",0.231329931479039,0.162,"4","aldo-keto reductase family 1, member A1 (aldehyde reductase)"
"Pcdhgc5",-0.231296746505256,0.6628,"18","protocadherin gamma subfamily C, 5"
"Pgpep1",0.231206274340803,0.2028,"8","pyroglutamyl-peptidase I"
"Grik3",-0.231068509476192,0.4,"4","glutamate receptor, ionotropic, kainate 3"
"Mfsd14a",-0.231066041422278,0.8992,"3","major facilitator superfamily domain containing 14A"
"Atxn7l1",-0.23096700230256,0.0028,"12","ataxin 7-like 1"
"Cacybp",-0.230888419674437,0.0632,"1","calcyclin binding protein"
"Ermn",-0.230849964873581,0.336,"2","ermin, ERM-like protein"
"Kpna4",-0.230826730876943,0.5292,"3","karyopherin (importin) alpha 4"
"Rbbp6",-0.230805882483166,0.1912,"7","retinoblastoma binding protein 6, ubiquitin ligase"
"Rgs10",0.230734463909995,0.238,"7","regulator of G-protein signalling 10"
"Cetn4",-0.230672987550967,0.0628,"3","centrin 4"
"Hdac5",0.230645704716355,0.4132,"11","histone deacetylase 5"
"Pdia3",-0.230636507931332,0.0856,"2","protein disulfide isomerase associated 3"
"Mrps23",0.230633373247522,0.0732,"11","mitochondrial ribosomal protein S23"
"Snx17",0.230596139532726,0.1232,"5","sorting nexin 17"
"Gpx1",0.230563282585542,0.424,"9","glutathione peroxidase 1"
"Klhl25",0.230447608851526,0.0472,"7","kelch-like 25"
"Cav2",-0.230414341008532,0.084,"6","caveolin 2"
"Cry1",-0.230372168884824,0.0588,"10","cryptochrome 1 (photolyase-like)"
"Cyb5r4",-0.230324376676863,0.1164,"9","cytochrome b5 reductase 4"
"Cyb5r4",-0.230324376676863,0.1164,"9","cytochrome b5 reductase 4"
"Ik",-0.230248751648147,0.0448,"18","IK cytokine"
"Fam122b",-0.230235857227656,0.1616,"X","family with sequence similarity 122, member B"
"Pde4b",-0.230225483406596,0.2616,"4","phosphodiesterase 4B, cAMP specific"
"Mfsd12",0.230212216462427,0.3016,"10","major facilitator superfamily domain containing 12"
"Slf2",-0.2300161914537,0.2416,"19","SMC5-SMC6 complex localization factor 2"
"Pak3",-0.229977080345437,0.4756,"X","p21 (RAC1) activated kinase 3"
"Ssna1",0.22993917595955,0.4688,"2","SS nuclear autoantigen 1"
"Npat",-0.229908826295731,0.4,"9","nuclear protein in the AT region"
"Cbll1",-0.229897146440941,0.4604,"12","Casitas B-lineage lymphoma-like 1"
"Igflr1",0.229735194140648,0.5368,"7","IGF-like family receptor 1"
"H2aj",0.229693708512098,0.4996,"6","H2J.A histone"
"Phyhipl",-0.229638176514541,0.196,"10","phytanoyl-CoA hydroxylase interacting protein-like"
"Phyhipl",-0.229638176514541,0.196,"10","phytanoyl-CoA hydroxylase interacting protein-like"
"Tbcb",0.229617148963911,0.4412,"7","tubulin folding cofactor B"
