"symbol","logFC","P.Value","chr","description"
"Ptar1",-0.1061973541008,0.6334,"19","protein prenyltransferase alpha subunit repeat containing 1"
"Grin2c",0.106126142753194,0.2514,"11","glutamate receptor, ionotropic, NMDA2C (epsilon 3)"
"Asap2",-0.10602540104042,0.4074,"12","ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
"Lcmt2",0.105876020723023,0.2998,"2","leucine carboxyl methyltransferase 2"
"Itih3",0.105790920360399,0.2448,"14","inter-alpha trypsin inhibitor, heavy chain 3"
"L3mbtl1",-0.105780512879575,0.559,"2","L3MBTL1 histone methyl-lysine binding protein"
"Spry4",-0.105684512712091,0.2592,"18","sprouty RTK signaling antagonist 4"
"Khk",-0.105433579709645,0.2406,"5","ketohexokinase"
"Tarbp1",0.105374440444099,0.5084,"8","TAR RNA binding protein 1"
"Elmo1",0.105333027462048,0.1718,"13","engulfment and cell motility 1"
"Gm5617",0.105231674263872,0.5986,"9","predicted gene 5617"
"Mthfr",0.105229680772005,0.3416,"4","methylenetetrahydrofolate reductase"
"Pecr",0.105173802178431,0.2352,"1","peroxisomal trans-2-enoyl-CoA reductase"
"Wbp11",-0.105100322830316,0.2326,"6","WW domain binding protein 11"
"Kcns1",-0.105052120414254,0.3808,"2","K+ voltage-gated channel, subfamily S, 1"
"Ddit4l",-0.104985486747779,0.2894,"3","DNA-damage-inducible transcript 4-like"
"Mtif3",0.104952742814821,0.1186,"5","mitochondrial translational initiation factor 3"
"Mcrs1",0.104876891377083,0.3562,"15","microspherule protein 1"
"Dbndd2",0.10485872644241,0.4356,"2","dysbindin (dystrobrevin binding protein 1) domain containing 2"
"Nrarp",0.104853184046433,0.0944,"2","Notch-regulated ankyrin repeat protein"
"Tmem223",0.104846047203683,0.4608,"19","transmembrane protein 223"
"Zic2",-0.104782567772284,0.4162,"14","zinc finger protein of the cerebellum 2"
"Greb1l",0.1047663074948,0.6114,"18","growth regulation by estrogen in breast cancer-like"
"Traf4",0.104552394283822,0.1468,"11","TNF receptor associated factor 4"
"Prss12",-0.104544632267423,0.3198,"3","protease, serine 12 neurotrypsin (motopsin)"
"Cacna1e",-0.104533157160409,0.746,"1","calcium channel, voltage-dependent, R type, alpha 1E subunit"
"Mmp15",-0.104531611804342,0.2602,"8","matrix metallopeptidase 15"
"Sgpp2",-0.104489511944961,0.5998,"1","sphingosine-1-phosphate phosphatase 2"
"Naglu",-0.104472815900631,0.2208,"11","alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)"
"Zfp870",0.104462414190309,0.0422,"17","zinc finger protein 870"
"Enho",0.104252780287917,0.465,"4","energy homeostasis associated"
"Gpr19",0.104235498071619,0.2532,"6","G protein-coupled receptor 19"
"Myo1d",-0.104204212620201,0.4768,"11","myosin ID"
"Nmnat1",-0.104156902836914,0.1496,"4","nicotinamide nucleotide adenylyltransferase 1"
"Hras",0.104142954904404,0.4436,"7","Harvey rat sarcoma virus oncogene"
"Wnt7a",-0.104110139522648,0.4566,"6","wingless-type MMTV integration site family, member 7A"
"Tmcc3",-0.104052074605925,0.3178,"10","transmembrane and coiled coil domains 3"
"Nprl2",0.10393750396265,0.103,"9","NPR2 like, GATOR1 complex subunit"
"Jcad",-0.103925291203688,0.3444,"18","junctional cadherin 5 associated"
"Iah1",-0.10387489250005,0.0888,"12","isoamyl acetate-hydrolyzing esterase 1 homolog"
"Pcdhb9",-0.103841761849942,0.4218,"18","protocadherin beta 9"
"Tbcb",0.103807070369797,0.3858,"7","tubulin folding cofactor B"
"Fkbp5",0.103731507926536,0.1636,"17","FK506 binding protein 5"
"Cmtr2",0.10371814191207,0.2608,"8","cap methyltransferase 2"
"Fam163b",0.103654676254854,0.3922,"2","family with sequence similarity 163, member B"
"Tmem267",-0.103612292912964,0.4478,"13","transmembrane protein 267"
"Ppp1r1a",0.103568027319573,0.541,"15","protein phosphatase 1, regulatory inhibitor subunit 1A"
"Wnk4",-0.103493418652006,0.529,"11","WNK lysine deficient protein kinase 4"
"Txnip",-0.103458113697197,0.5192,"3","thioredoxin interacting protein"
"Map3k6",0.103453763583472,0.4832,"4","mitogen-activated protein kinase kinase kinase 6"
"Agt",0.10344722794287,0.364,"8","angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"
"Rilpl1",0.103358970255481,0.0684,"5","Rab interacting lysosomal protein-like 1"
"Smim1",0.103353005016171,0.3276,"4","small integral membrane protein 1"
"Tmem179b",-0.103300714410028,0.3554,"19","transmembrane protein 179B"
"Rpa2",0.103231444897426,0.2672,"4","replication protein A2"
"Zscan18",-0.103032669512124,0.2954,"7","zinc finger and SCAN domain containing 18"
"Aimp1",0.10303128347578,0.2676,"3","aminoacyl tRNA synthetase complex-interacting multifunctional protein 1"
"Pkig",0.103023167527847,0.487,"2","protein kinase inhibitor, gamma"
"Stx3",0.103001462568642,0.3126,"19","syntaxin 3"
"Sebox",0.102923330779607,0.2692,"11","SEBOX homeobox"
"Grm2",0.102887506170307,0.3524,"9","glutamate receptor, metabotropic 2"
"Wdr83",0.102780972056673,0.2676,"8","WD repeat domain containing 83"
"Arl4d",0.102728374399353,0.5538,"11","ADP-ribosylation factor-like 4D"
"Hlf",-0.102630425476742,0.178,"11","hepatic leukemia factor"
"Adra2a",0.10252476611415,0.0934,"19","adrenergic receptor, alpha 2a"
"Pdpr",0.102517163987264,0.6616,"8","pyruvate dehydrogenase phosphatase regulatory subunit"
"Pcdhb13",-0.102480421357114,0.4934,"18","protocadherin beta 13"
"Fnbp1l",-0.102476802039398,0.4812,"3","formin binding protein 1-like"
"Mtap",-0.102476214855114,0.1198,"4","methylthioadenosine phosphorylase"
"Tmem208",0.102473297534184,0.3994,"8","transmembrane protein 208"
"Trim11",0.102469961020496,0.168,"11","tripartite motif-containing 11"
"Wdfy2",-0.102463710133747,0.6274,"14","WD repeat and FYVE domain containing 2"
"Dpysl4",0.102441865551136,0.2588,"7","dihydropyrimidinase-like 4"
"Cplx2",0.102349182817038,0.2144,"13","complexin 2"
"Rps23",0.102329401190127,0.518,"13","ribosomal protein S23"
"Lage3",0.102300977988383,0.4426,"X","L antigen family, member 3"
"Uchl1",0.102299376621117,0.4862,"5","ubiquitin carboxy-terminal hydrolase L1"
"Gm5577",0.102275248445772,0.62,"6","predicted gene 5577"
"Hapln2",0.102235845186429,0.5174,"3","hyaluronan and proteoglycan link protein 2"
"Akap8l",0.102204300270544,0.469,"17","A kinase (PRKA) anchor protein 8-like"
"Tmtc2",-0.102200588313161,0.245,"10","transmembrane and tetratricopeptide repeat containing 2"
"Zfp839",0.102057570452652,0.2294,"12","zinc finger protein 839"
"Tada1",0.102036377559205,0.0464,"1","transcriptional adaptor 1"
"Dpy19l1",-0.102034791301039,0.2552,"9","dpy-19-like 1 (C. elegans)"
"Ramp3",0.102015356156237,0.5856,"11","receptor (calcitonin) activity modifying protein 3"
"Fgd5",-0.101998038510417,0.496,"6","FYVE, RhoGEF and PH domain containing 5"
"Mid1ip1",-0.101985176106993,0.2528,"X","Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))"
"Ahr",-0.101983283807119,0.4138,"12","aryl-hydrocarbon receptor"
"Klhdc7a",0.101945374861693,0.3038,"4","kelch domain containing 7A"
"Cck",0.101938029351471,0.384,"9","cholecystokinin"
"Acacb",-0.101900041338437,0.427,"5","acetyl-Coenzyme A carboxylase beta"
"Nostrin",-0.1018594230623,0.4934,"2","nitric oxide synthase trafficker"
"BC030500",-0.101855895688552,0.5378,"8","cDNA sequence BC030500"
"Cops7b",0.101841236573387,0.1938,"1","COP9 signalosome subunit 7B"
"Enpp6",0.101821779443581,0.4428,"8","ectonucleotide pyrophosphatase/phosphodiesterase 6"
"Vps9d1",0.101795655339086,0.1292,"8","VPS9 domain containing 1"
"Ece1",-0.101762440675125,0.2078,"4","endothelin converting enzyme 1"
"Alkbh1",-0.101754627736644,0.261,"12","alkB homolog 1, histone H2A dioxygenase"
"Alkbh1",-0.101754627736644,0.261,"12","alkB homolog 1, histone H2A dioxygenase"
"Gtf2f2",0.1017273527089,0.114,"14","general transcription factor IIF, polypeptide 2"
"Zfand2b",0.101716672445641,0.3316,"1","zinc finger, AN1 type domain 2B"
"Jun",-0.101693714735982,0.2938,"4","jun proto-oncogene"
"Rab13",-0.101628190992275,0.4418,"3","RAB13, member RAS oncogene family"
"Slc66a2",0.101594768731694,0.253,"18","solute carrier family 66 member 2"
"S1pr3",-0.101535408582686,0.2698,"13","sphingosine-1-phosphate receptor 3"
"Josd2",0.101500192306528,0.4946,"7","Josephin domain containing 2"
"Akr7a5",0.101488141661277,0.3788,"4","aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)"
"Pdzd2",0.101482002661371,0.4304,"15","PDZ domain containing 2"
"Trp53",0.101455027016559,0.039,"11","transformation related protein 53"
"Stom",-0.101427636153137,0.1904,"2","stomatin"
"Asap1",-0.101355776336861,0.3078,"15","ArfGAP with SH3 domain, ankyrin repeat and PH domain1"
"Zfp954",0.101322706291902,0.1516,"7","zinc finger protein 954"
"Mul1",0.101288132922489,0.0314,"4","mitochondrial ubiquitin ligase activator of NFKB 1"
"Lama3",-0.101275293637749,0.512,"18","laminin, alpha 3"
"Rgs6",0.101273955937621,0.159,"12","regulator of G-protein signaling 6"
"Nxn",0.10122788543398,0.379,"11","nucleoredoxin"
"Rad1",0.101222959306115,0.2868,"15","RAD1 checkpoint DNA exonuclease"
"Ttc39b",-0.101210147835314,0.4688,"4","tetratricopeptide repeat domain 39B"
"Syde1",-0.101160775759475,0.2504,"10","synapse defective 1, Rho GTPase, homolog 1 (C. elegans)"
"Entpd3",0.101109208368895,0.2828,"9","ectonucleoside triphosphate diphosphohydrolase 3"
"Tha1",0.101095781796122,0.4152,"11","threonine aldolase 1"
"Tango2",0.101072664387868,0.015,"16","transport and golgi organization 2"
"Creb5",-0.10099753660722,0.5042,"6","cAMP responsive element binding protein 5"
"Zbtb10",-0.100910289191884,0.3642,"3","zinc finger and BTB domain containing 10"
"Hmox1",0.100899016084738,0.413,"8","heme oxygenase 1"
"Prkcq",-0.100868463256072,0.438,"2","protein kinase C, theta"
"Kbtbd3",-0.100861640877803,0.2308,"9","kelch repeat and BTB (POZ) domain containing 3"
"Satb1",0.100850942415359,0.0948,"17","special AT-rich sequence binding protein 1"
"Dlec1",-0.100847381575456,0.588,"9","deleted in lung and esophageal cancer 1"
"Ccdc107",0.100728740957504,0.473,"4","coiled-coil domain containing 107"
"Gucd1",0.100706201650198,0.215,"10","guanylyl cyclase domain containing 1"
"Ddx4",0.100700858764021,0.5222,"13","DEAD box helicase 4"
"Pdgfd",0.100681818235528,0.4648,"9","platelet-derived growth factor, D polypeptide"
"Ripk2",0.100670593365071,0.207,"4","receptor (TNFRSF)-interacting serine-threonine kinase 2"
"Gamt",0.100663591349341,0.549,"10","guanidinoacetate methyltransferase"
"Zbed4",0.100628890446504,0.2266,"15","zinc finger, BED type containing 4"
"Sema4b",0.10056697197681,0.2626,"7","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B"
"Cd109",0.100526964297774,0.54,"9","CD109 antigen"
"Col9a2",-0.100521729547013,0.5446,"4","collagen, type IX, alpha 2"
"Kcnk13",-0.10051075699736,0.5248,"12","potassium channel, subfamily K, member 13"
"Fndc1",0.100505062247612,0.5476,"17","fibronectin type III domain containing 1"
"Arhgef40",-0.10048259372002,0.1938,"14","Rho guanine nucleotide exchange factor (GEF) 40"
"Ifi203",-0.100475778033646,0.4956,"1","interferon activated gene 203"
"Il20rb",0.100387743982849,0.4452,"9","interleukin 20 receptor beta"
"Dock1",-0.100374428426367,0.1764,"7","dedicator of cytokinesis 1"
"Etv1",-0.100355453909382,0.3934,"12","ets variant 1"
"Cox8a",0.100326893307114,0.5742,"19","cytochrome c oxidase subunit 8A"
"Mettl21a",0.100292618489922,0.171,"1","methyltransferase like 21A"
"Pcdhgc5",-0.100249023903972,0.6596,"18","protocadherin gamma subfamily C, 5"
"Agbl3",0.100156348676054,0.3592,"6","ATP/GTP binding protein-like 3"
"Aurkaip1",0.100116961205199,0.4254,"4","aurora kinase A interacting protein 1"
"Slc31a1",-0.10009171424995,0.357,"4","solute carrier family 31, member 1"
"Epha10",0.10009102633011,0.4506,"4","Eph receptor A10"
"Supt4a",0.100081197808116,0.351,"11","SPT4A, DSIF elongation factor subunit"
"Apeh",0.100029768600936,0.064,"9","acylpeptide hydrolase"
"Myo1e",-0.100008966306266,0.2918,"9","myosin IE"
"Ltbr",-0.0999843620205856,0.4042,"6","lymphotoxin B receptor"
"D7Ertd443e",0.0999737223523769,0.4232,"7","DNA segment, Chr 7, ERATO Doi 443, expressed"
"Cbs",0.0999657521875186,0.1848,"17","cystathionine beta-synthase"
"Dnpep",0.0999265041783168,0.1034,"1","aspartyl aminopeptidase"
"U2af1l4",0.099865068819625,0.2816,"7","U2 small nuclear RNA auxiliary factor 1-like 4"
"Ciao2b",-0.0998117481891061,0.348,"8","cytosolic iron-sulfur assembly component 2B"
"Adamts1",-0.0997719553959096,0.5226,"16","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1"
"Chmp1a",0.0996363125767319,0.3456,"8","charged multivesicular body protein 1A"
"Map3k5",0.0996338040546014,0.1768,"10","mitogen-activated protein kinase kinase kinase 5"
"Nat8f4",0.0996165525002466,0.2256,"6","N-acetyltransferase 8 (GCN5-related) family member 4"
"Suds3",0.0995838851732129,0.2866,"5","suppressor of defective silencing 3 homolog (S. cerevisiae)"
"Zc3h8",-0.0995478817169788,0.2452,"2","zinc finger CCCH type containing 8"
"Klhl15",-0.0995425593677843,0.702,"X","kelch-like 15"
"Serinc5",-0.0994819818151367,0.3358,"13","serine incorporator 5"
"Elmod3",0.0994773313517285,0.262,"6","ELMO/CED-12 domain containing 3"
"Ndc1",-0.0994261755205925,0.5288,"4","NDC1 transmembrane nucleoporin"
"Homer2",0.0994135427291454,0.2466,"7","homer scaffolding protein 2"
"Rims3",-0.0994110567126913,0.4332,"4","regulating synaptic membrane exocytosis 3"
"Neurod1",-0.0994099705943814,0.611,"2","neurogenic differentiation 1"
"2700054A10Rik",0.0994090776963925,0.4292,"17","RIKEN cDNA 2700054A10 gene"
"Nsmf",0.0993911314907745,0.4102,"2","NMDA receptor synaptonuclear signaling and neuronal migration factor"
"Oscar",0.0993628155331459,0.597,"7","osteoclast associated receptor"
"Slc27a2",0.0993408082582841,0.3218,"2","solute carrier family 27 (fatty acid transporter), member 2"
"Setd6",0.0992964698633743,0.3174,"8","SET domain containing 6"
"Timm50",0.0992928568577494,0.3054,"7","translocase of inner mitochondrial membrane 50"
"Tmem159",-0.0992909956944352,0.35,"7","transmembrane protein 159"
"Gdpd5",0.0992705961602822,0.2026,"7","glycerophosphodiester phosphodiesterase domain containing 5"
"Sertad1",-0.0992435748234644,0.5332,"7","SERTA domain containing 1"
"Adat1",-0.0992417273591384,0.2986,"8","adenosine deaminase, tRNA-specific 1"
"Creld2",-0.0992283526240394,0.3874,"15","cysteine-rich with EGF-like domains 2"
"Chaf1a",0.099209951572174,0.1314,"17","chromatin assembly factor 1, subunit A (p150)"
"Slc25a37",-0.099206754286115,0.3146,"14","solute carrier family 25, member 37"
"Fbxo30",-0.0991669406165969,0.2196,"10","F-box protein 30"
"Alg10b",-0.0991140246952158,0.6978,"15","asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase)"
"Uqcr11",0.0990955133788392,0.5628,"10","ubiquinol-cytochrome c reductase, complex III subunit XI"
"Rfng",0.0989289625718905,0.3528,"11","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"Dlx5",0.0988587308374571,0.3668,"6","distal-less homeobox 5"
"Rpp21",0.098845655928939,0.524,"17","ribonuclease P 21 subunit"
"Rps20",0.0988430677976835,0.5752,"4","ribosomal protein S20"
"Zfp764",0.0988041280988337,0.2232,"7","zinc finger protein 764"
"Dmpk",-0.0987784174144606,0.5658,"7","dystrophia myotonica-protein kinase"
"Megf9",-0.098777229438217,0.7554,"4","multiple EGF-like-domains 9"
"Fv1",-0.0987439475699425,0.6334,"4","Friend virus susceptibility 1"
"1190007I07Rik",0.0986783414866377,0.2558,"10","RIKEN cDNA 1190007I07 gene"
"Nap1l2",-0.098516297751055,0.6238,"X","nucleosome assembly protein 1-like 2"
"Fam78a",-0.0984223908732651,0.3878,"2","family with sequence similarity 78, member A"
"Pcyt2",0.0983918310886098,0.4062,"11","phosphate cytidylyltransferase 2, ethanolamine"
"Uck1",0.098342231598803,0.0942,"2","uridine-cytidine kinase 1"
"Taf1d",0.0982850477077211,0.306,"9","TATA-box binding protein associated factor, RNA polymerase I, D"
"Ddx56",0.0982422200982818,0.0666,"11","DEAD box helicase 56"
"Ago2",-0.0982309745867056,0.6556,"15","argonaute RISC catalytic subunit 2"
"Nudt14",-0.098228972323432,0.4754,"12","nudix (nucleoside diphosphate linked moiety X)-type motif 14"
"Mrpl13",0.0981385108963506,0.281,"15","mitochondrial ribosomal protein L13"
"Adck5",0.0980857919007327,0.4128,"15","aarF domain containing kinase 5"
"Cdh19",0.0980767916918386,0.4596,"1","cadherin 19, type 2"
"Ak4",-0.0980198456521038,0.211,"4","adenylate kinase 4"
"Clpx",0.0979936252427649,0.1278,"9","caseinolytic mitochondrial matrix peptidase chaperone subunit"
"Gpsm1",0.0979900037821233,0.0878,"2","G-protein signalling modulator 1 (AGS3-like, C. elegans)"
"Tpmt",0.097965290248943,0.137,"13","thiopurine methyltransferase"
"Nudt6",0.0979628816271032,0.3118,"3","nudix (nucleoside diphosphate linked moiety X)-type motif 6"
"Cdh9",-0.0979363062615004,0.6328,"15","cadherin 9"
"Tent5a",-0.0979294115912404,0.482,"9","terminal nucleotidyltransferase 5A"
"Usp27x",0.0978924365277427,0.212,"X","ubiquitin specific peptidase 27, X chromosome"
"Polb",0.0978633139886744,0.0488,"8","polymerase (DNA directed), beta"
"Zfp518a",-0.0978189527161679,0.5282,"19","zinc finger protein 518A"
"Jpt1",0.097787321910813,0.474,"11","Jupiter microtubule associated homolog 1"
"Ap2s1",0.0977670909193629,0.5642,"7","adaptor-related protein complex 2, sigma 1 subunit"
"Psd",0.0977204463035442,0.5846,"19","pleckstrin and Sec7 domain containing"
"Vwa3a",-0.0976864687348877,0.52,"7","von Willebrand factor A domain containing 3A"
"Lrrc8c",0.0976618762007782,0.593,"5","leucine rich repeat containing 8 family, member C"
"Dgat2",0.0976497084317636,0.1874,"7","diacylglycerol O-acyltransferase 2"
"Matk",0.0975110666159225,0.4086,"10","megakaryocyte-associated tyrosine kinase"
"Zfp101",0.0974820354318764,0.095,"17","zinc finger protein 101"
"Shisal1",0.0974500988188574,0.0356,"15","shisa like 1"
"Homer3",0.0974186450683163,0.1534,"8","homer scaffolding protein 3"
"Rhof",0.0973735318226945,0.3046,"5","ras homolog family member F (in filopodia)"
"Nedd8",0.097343182369821,0.4,"14","neural precursor cell expressed, developmentally down-regulated gene 8"
"Ppdpf",0.0973260187790181,0.5584,"2","pancreatic progenitor cell differentiation and proliferation factor"
"Mars2",-0.0972935312159886,0.5318,"1","methionine-tRNA synthetase 2 (mitochondrial)"
"Them6",0.0972551002009023,0.3726,"15","thioesterase superfamily member 6"
"Gpr137b",-0.0971740643799324,0.2796,"13","G protein-coupled receptor 137B"
"Lamb2",-0.0971457507242004,0.3112,"9","laminin, beta 2"
"Xylt1",-0.0971383069995819,0.7236,"7","xylosyltransferase 1"
"Ankrd34b",-0.0970330221874951,0.5576,"13","ankyrin repeat domain 34B"
"Nectin3",0.0970270989696811,0.472,"16","nectin cell adhesion molecule 3"
"Gm1043",-0.0970228526762238,0.7376,"5","predicted gene 1043"
"Itga11",0.0970221089007937,0.4454,"9","integrin alpha 11"
"Igsf9",0.0969950946878435,0.547,"1","immunoglobulin superfamily, member 9"
"Hsf4",0.0969448107628552,0.448,"8","heat shock transcription factor 4"
"Matn2",-0.0969446567616101,0.2602,"15","matrilin 2"
"Rsph1",-0.0969035607592303,0.6986,"17","radial spoke head 1 homolog (Chlamydomonas)"
"Slc35f4",0.0968725714126406,0.1618,"14","solute carrier family 35, member F4"
"D930048N14Rik",0.096807357773383,0.6246,"11","RIKEN cDNA D930048N14 gene"
"Trmt112",0.0967663413141238,0.4604,"19","tRNA methyltransferase 11-2"
"Gtf3a",-0.0966811555417988,0.3488,"5","general transcription factor III A"
"Igflr1",0.0966647905616074,0.608,"7","IGF-like family receptor 1"
"Npr1",-0.0966624194769916,0.33,"3","natriuretic peptide receptor 1"
"Mbp",0.0966274603381105,0.671,"18","myelin basic protein"
"Plekha2",0.0965992244529437,0.1322,"8","pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2"
"Dsp",0.0964954403079927,0.4152,"13","desmoplakin"
"B3galt2",-0.0963460458585903,0.6418,"1","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2"
"Unc45a",0.0963268757447873,0.246,"7","unc-45 myosin chaperone A"
"Hsd17b10",0.0962406250554793,0.432,"X","hydroxysteroid (17-beta) dehydrogenase 10"
"Ltbp3",-0.0962238791132863,0.3436,"19","latent transforming growth factor beta binding protein 3"
"Slc7a4",0.0961907791319572,0.0878,"16","solute carrier family 7 (cationic amino acid transporter, y+ system), member 4"
"Dnajc17",0.0961823352832214,0.3514,"2","DnaJ heat shock protein family (Hsp40) member C17"
"Cbl",-0.0961379581059574,0.748,"9","Casitas B-lineage lymphoma"
"Fhod1",-0.0961065643736361,0.6628,"8","formin homology 2 domain containing 1"
"Hs6st1",0.0960684575782063,0.056,"1","heparan sulfate 6-O-sulfotransferase 1"
"Trim66",-0.0960659876508543,0.4184,"7","tripartite motif-containing 66"
"Gm11266",0.0960558480480604,0.5284,"4","predicted gene 11266"
"Plat",-0.0960018845095902,0.3952,"8","plasminogen activator, tissue"
"Syne2",-0.095994353886093,0.4386,"12","spectrin repeat containing, nuclear envelope 2"
"Csf3r",-0.0959769086442583,0.7402,"4","colony stimulating factor 3 receptor (granulocyte)"
"Gmps",-0.0959496536971569,0.5664,"3","guanine monophosphate synthetase"
"Gucy1a1",-0.0959227185822202,0.274,"3","guanylate cyclase 1, soluble, alpha 1"
"Pcdhgb5",-0.0958403742498888,0.641,"18","protocadherin gamma subfamily B, 5"
"Hspa1a",-0.0958289376803116,0.4698,"17","heat shock protein 1A"
"Pmepa1",0.0958155030847676,0.196,"2","prostate transmembrane protein, androgen induced 1"
"Fem1a",0.0958099992223014,0.071,"17","fem 1 homolog a"
"Bcdin3d",-0.0958094474410021,0.3394,"15","BCDIN3 domain containing"
"Mrps18c",0.0958051934897513,0.4476,"5","mitochondrial ribosomal protein S18C"
"Snrpn",0.095775424626982,0.4902,"7","small nuclear ribonucleoprotein N"
"Anxa4",-0.0957699941797285,0.3236,"6","annexin A4"
"Tchp",0.0957582613463437,0.329,"5","trichoplein, keratin filament binding"
"Atad5",0.0957551612459429,0.4398,"11","ATPase family, AAA domain containing 5"
"Atp11c",-0.0957478075266613,0.5296,"X","ATPase, class VI, type 11C"
"Orai2",0.0957379249180672,0.2244,"5","ORAI calcium release-activated calcium modulator 2"
"Gm5113",0.0956961709104531,0.0982,"7","predicted gene 5113"
"Grem2",-0.0956263499888328,0.4696,"1","gremlin 2, DAN family BMP antagonist"
"Cmc2",-0.0955741317009573,0.219,"8","COX assembly mitochondrial protein 2"
"Parp9",-0.0954817585495207,0.427,"16","poly (ADP-ribose) polymerase family, member 9"
"Ramp1",0.0954416590936109,0.4738,"1","receptor (calcitonin) activity modifying protein 1"
"Spata2l",0.0953344520951331,0.395,"8","spermatogenesis associated 2-like"
"Mccc1",-0.0952953984782559,0.2456,"3","methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)"
"Pura",-0.0952935415575542,0.5276,"18","purine rich element binding protein A"
"Sdf2l1",-0.0952871132371254,0.6002,"16","stromal cell-derived factor 2-like 1"
"Zdhhc23",0.0952812183559297,0.2754,"16","zinc finger, DHHC domain containing 23"
"Brca2",0.0952793729174224,0.4622,"5","breast cancer 2, early onset"
"Sbf1",0.0952679810268702,0.0242,"15","SET binding factor 1"
"Gcnt4",-0.0952536957085282,0.4016,"13","glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)"
"Evc2",-0.0952464651717113,0.3054,"5","EvC ciliary complex subunit 2"
"Gfra4",0.0952139305902113,0.5292,"2","glial cell line derived neurotrophic factor family receptor alpha 4"
"Cenpb",0.0951335102004531,0.557,"2","centromere protein B"
"Gm19500",-0.0951275998860539,0.6194,"18","predicted gene, 19500"
"Alg8",-0.0949628478560487,0.184,"7","asparagine-linked glycosylation 8 (alpha-1,3-glucosyltransferase)"
"Ppp1r9b",0.0949525548663779,0.3786,"11","protein phosphatase 1, regulatory subunit 9B"
"Ccser1",0.0948470196567319,0.3142,"6","coiled-coil serine rich 1"
"Pno1",0.0948242831013744,0.1582,"11","partner of NOB1 homolog"
"Ermn",-0.0947930246812412,0.5378,"2","ermin, ERM-like protein"
"Ncoa2",-0.0947825794537458,0.5142,"1","nuclear receptor coactivator 2"
"Plekhj1",0.0947479369897879,0.4064,"10","pleckstrin homology domain containing, family J member 1"
"Pgbd5",0.0947008131569973,0.0836,"8","piggyBac transposable element derived 5"
"Smim10l2a",0.0946923559067407,0.2678,"X","small integral membrane protein 10 like 2A"
"Arid4a",-0.0946690885717434,0.608,"12","AT rich interactive domain 4A (RBP1-like)"
"Cntrl",-0.0946679890862763,0.5512,"2","centriolin"
"Amigo2",0.0946647044158011,0.5526,"15","adhesion molecule with Ig like domain 2"
"Crlf1",0.0946504029436959,0.3492,"8","cytokine receptor-like factor 1"
"Mex3a",0.0945444787514109,0.3944,"3","mex3 RNA binding family member A"
"Hcn3",0.0945104920046642,0.2418,"3","hyperpolarization-activated, cyclic nucleotide-gated K+ 3"
"Rwdd3",0.0945023393891211,0.1886,"3","RWD domain containing 3"
"Lama5",-0.0944716345240058,0.6546,"2","laminin, alpha 5"
"Amdhd2",0.0943900941295963,0.4406,"17","amidohydrolase domain containing 2"
"Tonsl",-0.0943810114025272,0.3452,"15","tonsoku-like, DNA repair protein"
"Mrps10",0.0943790448390542,0.3132,"17","mitochondrial ribosomal protein S10"
"Ier5l",0.094374267525982,0.3586,"2","immediate early response 5-like"
"Plekhg2",-0.0943615911760185,0.469,"7","pleckstrin homology domain containing, family G (with RhoGef domain) member 2"
"Nhp2",0.0943110204460895,0.49,"11","NHP2 ribonucleoprotein"
"Pnkp",0.0943045975883834,0.2812,"7","polynucleotide kinase 3'- phosphatase"
"Clmn",0.0941115322706532,0.3148,"12","calmin"
"Lnx2",-0.0941064935922955,0.3006,"5","ligand of numb-protein X 2"
"Psma5",0.094088693895837,0.2346,"3","proteasome subunit alpha 5"
"Tmsb4x",0.094079201787201,0.397,"X","thymosin, beta 4, X chromosome"
"Zfp784",0.0940136259636457,0.2998,"7","zinc finger protein 784"
"Dnlz",0.0939197883855973,0.3568,"2","DNL-type zinc finger"
"Timm8b",0.0939184778387538,0.4552,"9","translocase of inner mitochondrial membrane 8B"
"Mmp17",0.0938861418360517,0.0564,"5","matrix metallopeptidase 17"
"B9d2",0.0938774492323065,0.4416,"7","B9 protein domain 2"
"Lins1",0.093703818219546,0.1046,"7","lines homolog 1"
"Ppfibp2",-0.0936653368542455,0.5078,"7","PTPRF interacting protein, binding protein 2 (liprin beta 2)"
"Piga",-0.0936005556933668,0.303,"X","phosphatidylinositol glycan anchor biosynthesis, class A"
"Plekho1",0.0935742574068392,0.3776,"3","pleckstrin homology domain containing, family O member 1"
"Glo1",0.0935640270818139,0.2734,"17","glyoxalase 1"
"Lifr",-0.093547858700302,0.2208,"15","LIF receptor alpha"
