"symbol","logFC","P.Value","chr","description"
"Pcdhgc4",-0.196067818958851,0.4302,"18","protocadherin gamma subfamily C, 4"
"Cavin1",-0.195980318709568,0.1372,"11","caveolae associated 1"
"F420014N23Rik",0.195620026107613,0.4708,"10","RIKEN cDNA F420014N23 gene"
"Zbtb20",-0.195615027479794,0.4206,"16","zinc finger and BTB domain containing 20"
"Nfatc1",-0.195563944034114,0.1164,"18","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1"
"Thbd",-0.195535028934998,0.2296,"2","thrombomodulin"
"H2-T23",-0.195294433592842,0.2316,"17","histocompatibility 2, T region locus 23"
"Hs6st2",-0.195107547482033,0.2096,"X","heparan sulfate 6-O-sulfotransferase 2"
"Stat6",-0.195028020387121,0.108,"10","signal transducer and activator of transcription 6"
"Ctla2a",-0.194880782262709,0.1574,"13","cytotoxic T lymphocyte-associated protein 2 alpha"
"Tap2",-0.194817696539164,0.0238,"17","transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)"
"Itga10",-0.194812378394417,0.3674,"3","integrin, alpha 10"
"Lmcd1",-0.194753897161423,0.2026,"6","LIM and cysteine-rich domains 1"
"Rhoj",0.194687111748548,0.193,"12","ras homolog family member J"
"1700086O06Rik",0.194308705105088,0.2608,"18","RIKEN cDNA 1700086O06 gene"
"Mob1a",-0.194148157079144,0.3046,"6","MOB kinase activator 1A"
"Scube3",-0.193861792720952,0.2872,"17","signal peptide, CUB domain, EGF-like 3"
"Timp3",-0.193820440027333,0.0652,"10","tissue inhibitor of metalloproteinase 3"
"Tnfaip2",0.193283294870769,0.2036,"12","tumor necrosis factor, alpha-induced protein 2"
"F11r",-0.193258323262457,0.4624,"1","F11 receptor"
"Trp53i11",0.192699785414749,0.0628,"2","transformation related protein 53 inducible protein 11"
"Msrb3",-0.192249965100058,0.2694,"10","methionine sulfoxide reductase B3"
"Tgm2",-0.192000996534424,0.253,"2","transglutaminase 2, C polypeptide"
"Abcg2",-0.191708857809335,0.2178,"6","ATP binding cassette subfamily G member 2 (Junior blood group)"
"Mt1",0.19146522143887,0.261,"8","metallothionein 1"
"Whrn",-0.191081535827107,0.2288,"4","whirlin"
"Adamtsl1",-0.190669161812036,0.2006,"4","ADAMTS-like 1"
"Galnt4",0.190594277000459,0.0678,"10","polypeptide N-acetylgalactosaminyltransferase 4"
"Palld",-0.190456646468916,0.0134,"8","palladin, cytoskeletal associated protein"
"Arhgap45",-0.189838812217448,0.2772,"10","Rho GTPase activating protein 45"
"Hpgd",-0.189472725807601,0.4416,"8","hydroxyprostaglandin dehydrogenase 15 (NAD)"
"Tmem119",-0.189208740684212,0.3344,"5","transmembrane protein 119"
"Rcsd1",-0.188902756256732,0.382,"1","RCSD domain containing 1"
"Cd68",-0.188849645462669,0.2604,"11","CD68 antigen"
"Kitl",-0.188434203849322,0.2392,"10","kit ligand"
"Hif3a",0.188095644324394,0.4132,"7","hypoxia inducible factor 3, alpha subunit"
"Tmem200a",-0.188081802496987,0.1762,"10","transmembrane protein 200A"
"Pnpla2",0.187849765540787,0.1108,"7","patatin-like phospholipase domain containing 2"
"Rbms1",-0.187228412664483,0.2978,"2","RNA binding motif, single stranded interacting protein 1"
"Kank2",-0.187176364986266,0.0176,"9","KN motif and ankyrin repeat domains 2"
"Perm1",-0.186935392477274,0.271,"4","PPARGC1 and ESRR induced regulator, muscle 1"
"Stra6",-0.186751145871786,0.0864,"9","stimulated by retinoic acid gene 6"
"Pcdhga5",-0.186742809806299,0.3414,"18","protocadherin gamma subfamily A, 5"
"Plekhd1",0.186698576033789,0.2724,"12","pleckstrin homology domain containing, family D (with coiled-coil domains) member 1"
"Gng11",-0.186674092168517,0.2926,"6","guanine nucleotide binding protein (G protein), gamma 11"
"Pla2g4e",0.186541023839291,0.5638,"2","phospholipase A2, group IVE"
"Itm2a",-0.186288648033493,0.388,"X","integral membrane protein 2A"
"Nhlrc2",-0.186171715152088,0.3882,"19","NHL repeat containing 2"
"Ntn4",-0.185647590559248,0.2694,"10","netrin 4"
"Arhgap29",-0.185605988194757,0.3358,"3","Rho GTPase activating protein 29"
"Zfp185",-0.18559725272022,0.4698,"X","zinc finger protein 185"
"Racgap1",0.185323249023226,0.0954,"15","Rac GTPase-activating protein 1"
"Rhpn2",0.18527994579728,0.1576,"7","rhophilin, Rho GTPase binding protein 2"
"Slc6a13",-0.185273458742774,0.5224,"6","solute carrier family 6 (neurotransmitter transporter, GABA), member 13"
"Inpp5d",-0.185252083155081,0.5232,"1","inositol polyphosphate-5-phosphatase D"
"Glmn",0.184999719645038,0.2946,"5","glomulin, FKBP associated protein"
"Ror1",-0.184963744355197,0.2154,"4","receptor tyrosine kinase-like orphan receptor 1"
"Tgfb1",-0.18493344613307,0.3066,"7","transforming growth factor, beta 1"
"Pcdhga9",-0.184623432372411,0.3896,"18","protocadherin gamma subfamily A, 9"
"Mfsd3",0.184274443243437,0.0816,"15","major facilitator superfamily domain containing 3"
"Nid2",-0.184273039731315,0.5176,"14","nidogen 2"
"Dmp1",0.184227386763752,0.0534,"5","dentin matrix protein 1"
"Mob3b",-0.184100124064728,0.2626,"4","MOB kinase activator 3B"
"Sv2c",-0.183921688671167,0.6066,"13","synaptic vesicle glycoprotein 2c"
"Pkib",0.183906760563373,0.0512,"10","protein kinase inhibitor beta, cAMP dependent, testis specific"
"Disp1",-0.183778554294366,0.0854,"1","dispatched RND transporter family member 1"
"Pcdhb11",0.183681512779211,0.1406,"18","protocadherin beta 11"
"Ecm2",-0.183547816729271,0.351,"13","extracellular matrix protein 2, female organ and adipocyte specific"
"Plekhg4",0.183488704476353,0.4858,"8","pleckstrin homology domain containing, family G (with RhoGef domain) member 4"
"Cdkn1a",0.183466205726427,0.3936,"17","cyclin-dependent kinase inhibitor 1A (P21)"
"Lrrc51",0.183133118131673,0.2146,"7","leucine rich repeat containing 51"
"Gstt1",-0.183028830786162,0.268,"10","glutathione S-transferase, theta 1"
"Bhlhe40",-0.182866027586214,0.0814,"6","basic helix-loop-helix family, member e40"
"Cast",-0.182764479831002,0.3986,"13","calpastatin"
"Fxyd1",-0.182705391725039,0.4502,"7","FXYD domain-containing ion transport regulator 1"
"Tmc6",-0.182321891716717,0.1728,"11","transmembrane channel-like gene family 6"
"Sgms2",-0.181754488850884,0.4116,"3","sphingomyelin synthase 2"
"Rnf144b",-0.181701728448582,0.2256,"13","ring finger protein 144B"
"Ryr1",0.18158837309668,0.3836,"7","ryanodine receptor 1, skeletal muscle"
"1700048O20Rik",-0.181509367543179,0.4416,"9","RIKEN cDNA 1700048O20 gene"
"Ednra",-0.181285525308227,0.0864,"8","endothelin receptor type A"
"Utrn",-0.181170985618436,0.1566,"10","utrophin"
"Col23a1",-0.180990475348741,0.3256,"11","collagen, type XXIII, alpha 1"
"Fn1",-0.180863071936951,0.5474,"1","fibronectin 1"
"Alyref2",-0.180853540074362,0.0454,"1","Aly/REF export factor 2"
"Hscb",0.18078827635995,0.1886,"5","HscB iron-sulfur cluster co-chaperone"
"Yod1",-0.180019675366704,0.6726,"1","YOD1 deubiquitinase"
"B3galt4",0.179844270233395,0.1584,"17","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4"
"Hspa12b",-0.1797566139376,0.2048,"2","heat shock protein 12B"
"Zfp647",0.17911628027211,0.0632,"15","zinc finger protein 647"
"Cav1",-0.179049568847743,0.1768,"6","caveolin 1, caveolae protein"
"Ugt8a",-0.179023908602815,0.2672,"3","UDP galactosyltransferase 8A"
"Pinx1",0.178735988831727,0.105,"14","PIN2/TERF1 interacting, telomerase inhibitor 1"
"Aim2",-0.178691986977138,0.1488,"1","absent in melanoma 2"
"Parp4",-0.178636704993559,0.1838,"14","poly (ADP-ribose) polymerase family, member 4"
"Nxph1",-0.178303469163534,0.3632,"6","neurexophilin 1"
"Eif4ebp1",0.178260840531917,0.3778,"8","eukaryotic translation initiation factor 4E binding protein 1"
"Pgm5",-0.178147046720443,0.0482,"19","phosphoglucomutase 5"
"Coro6",-0.177789163852384,0.2888,"11","coronin 6"
"Esam",-0.17772641195436,0.0602,"9","endothelial cell-specific adhesion molecule"
"Tmem151b",0.176726492873703,0.0164,"17","transmembrane protein 151B"
"Gm36742",0.176686917471603,0.3054,"16","predicted gene, 36742"
"Frmpd1",0.176576898008892,0.0296,"4","FERM and PDZ domain containing 1"
"Wnt9a",0.176565547340825,0.2742,"11","wingless-type MMTV integration site family, member 9A"
"Nedd9",-0.176287151298363,0.1062,"13","neural precursor cell expressed, developmentally down-regulated gene 9"
"Pawr",-0.176153137128689,0.2312,"10","PRKC, apoptosis, WT1, regulator"
"Slc12a7",-0.175894834321744,0.1962,"13","solute carrier family 12, member 7"
"Slc40a1",-0.175591106260449,0.2402,"1","solute carrier family 40 (iron-regulated transporter), member 1"
"Plscr4",-0.175414480884474,0.0614,"9","phospholipid scramblase 4"
"Hinfp",0.175372723770464,0.3998,"9","histone H4 transcription factor"
"2700097O09Rik",0.17487095911295,0.1014,"12","RIKEN cDNA 2700097O09 gene"
"Prkcd",0.174245121179714,0.433,"14","protein kinase C, delta"
"Htra3",-0.174207531401016,0.15,"5","HtrA serine peptidase 3"
"Mafa",0.173816629957018,0.3846,"15","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)"
"Cenpp",0.17378221756139,0.197,"13","centromere protein P"
"Rasip1",-0.172783517345243,0.006,"7","Ras interacting protein 1"
"Lrp5",-0.172701960899207,0.106,"19","low density lipoprotein receptor-related protein 5"
"Fmnl3",-0.172675375750079,0.0854,"15","formin-like 3"
"Steap3",-0.172588968567247,0.1238,"1","STEAP family member 3"
"Snhg3",-0.17200680297977,0.2502,"4","small nucleolar RNA host gene 3"
"Filip1l",-0.171905512575965,0.3988,"16","filamin A interacting protein 1-like"
"Fam183b",0.171582763604496,0.3166,"11","family with sequence similarity 183, member B"
"Ube2j2",0.171528987455117,0.0518,"4","ubiquitin-conjugating enzyme E2J 2"
"Chac1",-0.171489299948835,0.2398,"2","ChaC, cation transport regulator 1"
"Ubxn10",-0.171083361239104,0.3646,"4","UBX domain protein 10"
"Olfm4",0.171045534949756,0.2148,"14","olfactomedin 4"
"Srl",0.17095234998681,0.0424,"16","sarcalumenin"
"Thsd1",-0.170877041022775,0.132,"8","thrombospondin, type I, domain 1"
"Krt77",-0.170855620656704,0.1706,"15","keratin 77"
"Lef1",-0.17083923358004,0.2586,"3","lymphoid enhancer binding factor 1"
"Egfl6",-0.170111886542176,0.2282,"X","EGF-like-domain, multiple 6"
"Cdh23",0.169984582806838,0.4986,"10","cadherin 23 (otocadherin)"
"Mks1",0.169096084030842,0.1718,"11","MKS transition zone complex subunit 1"
"Pigbos1",-0.168980392669179,0.0976,"9","Pigb opposite strand 1"
"Ehd2",-0.168717800441938,0.0176,"7","EH-domain containing 2"
"Selenom",0.168705893248887,0.3968,"11","selenoprotein M"
"Zfp874b",0.168420307961527,0.0436,"13","zinc finger protein 874b"
"Gm14322",0.168136335476818,0.1128,"2","predicted gene 14322"
"Chrna7",-0.167527872071662,0.5106,"7","cholinergic receptor, nicotinic, alpha polypeptide 7"
"Mme",-0.167433381785013,0.473,"3","membrane metallo endopeptidase"
"Gm15446",-0.167369267160528,0.3712,"5","predicted gene 15446"
"Slc13a3",-0.167189606123648,0.289,"2","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3"
"Apaf1",-0.166540283115543,0.0554,"10","apoptotic peptidase activating factor 1"
"Ttc23",0.166486671233633,0.2584,"7","tetratricopeptide repeat domain 23"
"Ercc8",0.166472134386161,0.0206,"13","excision repaiross-complementing rodent repair deficiency, complementation group 8"
"Myh7",-0.16629747246244,0.356,"14","myosin, heavy polypeptide 7, cardiac muscle, beta"
"Lrrk2",-0.166217862226178,0.4082,"15","leucine-rich repeat kinase 2"
"Ceacam1",-0.165716824974165,0.365,"7","CEA cell adhesion molecule 1"
"Pcp4l1",-0.16548154494744,0.1902,"1","Purkinje cell protein 4-like 1"
"Pcdh15",-0.165405567947015,0.4218,"10","protocadherin 15"
"Zfp994",0.165385211903985,0.046,"17","zinc finger protein 994"
"Pde1c",-0.165154990228524,0.2254,"6","phosphodiesterase 1C"
"Fgfbp3",-0.165132952893912,0.2368,"19","fibroblast growth factor binding protein 3"
"Gpx8",-0.165022629040116,0.3908,"13","glutathione peroxidase 8 (putative)"
"Klhdc8a",0.164839199383417,0.3644,"1","kelch domain containing 8A"
"Ovol1",-0.164592084587913,0.5302,"19","ovo like zinc finger 1"
"Rtl3",0.164580145129049,0.1924,"X","retrotransposon Gag like 3"
"Trem2",-0.164340116592854,0.309,"17","triggering receptor expressed on myeloid cells 2"
"Fzd4",-0.164236656462531,0.5622,"7","frizzled class receptor 4"
"Ky",0.163843592226077,0.1784,"9","kyphoscoliosis peptidase"
"Cx3cr1",-0.163843222340619,0.6024,"9","chemokine (C-X3-C motif) receptor 1"
"Lonrf1",-0.163192941219523,0.0588,"8","LON peptidase N-terminal domain and ring finger 1"
"Pcdh11x",0.163136696509177,0.29,"X","protocadherin 11 X-linked"
"Sp9",0.162954026563093,0.1772,"2","trans-acting transcription factor 9"
"Stard5",0.162862857492221,0.03,"7","StAR-related lipid transfer (START) domain containing 5"
"Per2",-0.162771047671076,0.1306,"1","period circadian clock 2"
"Ism1",0.162580458937335,0.0106,"2","isthmin 1, angiogenesis inhibitor"
"Cpne7",-0.162406535098175,0.2426,"8","copine VII"
"Dctpp1",0.162161680083421,0.3188,"7","dCTP pyrophosphatase 1"
"Rps19-ps3",0.161930411302738,0.4822,"4","ribosomal protein S19, pseudogene 3"
"A2m",-0.161894547151905,0.5438,"6","alpha-2-macroglobulin"
"9130024F11Rik",-0.1618664922557,0.521,"1","RIKEN cDNA 9130024F11 gene"
"Smim3",0.161782043758979,0.1076,"18","small integral membrane protein 3"
"Gabra3",-0.161423907589045,0.36,"X","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3"
"Syt2",-0.161109454159374,0.4396,"1","synaptotagmin II"
"Syt10",-0.160960156209515,0.6804,"15","synaptotagmin X"
"Bfsp2",-0.160867820805444,0.4892,"9","beaded filament structural protein 2, phakinin"
"Pcgf6",0.160568935248916,0.1198,"19","polycomb group ring finger 6"
"Kcng4",0.160560382084933,0.0698,"8","potassium voltage-gated channel, subfamily G, member 4"
"Rpp40",0.160538831677774,0.1148,"13","ribonuclease P 40 subunit"
"Grin2d",0.160078818355342,0.0562,"7","glutamate receptor, ionotropic, NMDA2D (epsilon 4)"
"Pcgf5",-0.160060720320813,0.0444,"19","polycomb group ring finger 5"
"Nuf2",0.159218324804908,0.2382,"1","NUF2, NDC80 kinetochore complex component"
"Hspb6",-0.159022875671165,0.3584,"7","heat shock protein, alpha-crystallin-related, B6"
"Colgalt2",0.158758744773832,0.23,"1","collagen beta(1-O)galactosyltransferase 2"
"Ccdc84",0.1587260030702,0.2532,"9","coiled-coil domain containing 84"
"Atp2b4",-0.158656122041595,0.1114,"1","ATPase, Ca++ transporting, plasma membrane 4"
"Arhgap11a",0.158574793369623,0.1826,"2","Rho GTPase activating protein 11A"
"Igfbpl1",0.158532253465179,0.172,"4","insulin-like growth factor binding protein-like 1"
"Pla2g2f",0.158445749000575,0.2674,"4","phospholipase A2, group IIF"
"Maf",-0.158005669838484,0.319,"8","avian musculoaponeurotic fibrosarcoma oncogene homolog"
"Cbx2",0.157903795905845,0.265,"11","chromobox 2"
"Npas4",0.157783501252199,0.4732,"19","neuronal PAS domain protein 4"
"Eme2",0.157533099540808,0.0252,"17","essential meiotic structure-specific endonuclease subunit 2"
"B2m",-0.157200945030915,0.1892,"2","beta-2 microglobulin"
"Sgk3",0.157045007481827,0.1464,"1","serum/glucocorticoid regulated kinase 3"
"Crhr1",-0.156665537480085,0.104,"11","corticotropin releasing hormone receptor 1"
"Ebf4",0.156649149625669,0.1964,"2","early B cell factor 4"
"Kcnn3",-0.156641778456355,0.4194,"3","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
"Prag1",-0.156624073046889,0.0642,"8","PEAK1 related kinase activating pseudokinase 1"
"Mki67",-0.156511511070912,0.2876,"7","antigen identified by monoclonal antibody Ki 67"
"Syde2",0.156482814128724,0.1488,"3","synapse defective 1, Rho GTPase, homolog 2 (C. elegans)"
"Trip11",-0.156482295229045,0.5808,"12","thyroid hormone receptor interactor 11"
"Sesn3",-0.156142492573787,0.2542,"9","sestrin 3"
"Gm5914",-0.156057693972533,0.4996,"8","predicted gene 5914"
"Nynrin",-0.155695852392853,0.2532,"14","NYN domain and retroviral integrase containing"
"9630013A20Rik",0.155400037020415,0.2046,"14","RIKEN cDNA 9630013A20 gene"
"Gt(ROSA)26Sor",0.155331732986601,0.2304,"6","gene trap ROSA 26, Philippe Soriano"
"Unc13c",-0.155135096013741,0.149,"9","unc-13 homolog C"
"Esyt1",-0.154742060229863,0.308,"10","extended synaptotagmin-like protein 1"
"Retsat",0.154741863349621,0.0552,"6","retinol saturase (all trans retinol 13,14 reductase)"
"Hhip",-0.154554909149022,0.3246,"8","Hedgehog-interacting protein"
"Vwa1",-0.154528129863889,0.1128,"4","von Willebrand factor A domain containing 1"
"Ankrd23",0.154410614885244,0.3858,"1","ankyrin repeat domain 23"
"Spa17",-0.154382715661125,0.5108,"9","sperm autoantigenic protein 17"
"Capn3",0.154233885518487,0.0878,"2","calpain 3"
"Rcor2",0.154024802938828,0.0706,"19","REST corepressor 2"
"Ranbp3l",-0.153694773945165,0.1148,"15","RAN binding protein 3-like"
"Gm14569",0.153660965728277,0.129,"X","predicted gene 14569"
"Nfkbie",0.153622821910274,0.4374,"17","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon"
"Hrk",0.153595937458809,0.0154,"5","harakiri, BCL2 interacting protein (contains only BH3 domain)"
"Pcdhb5",-0.153581166622514,0.1996,"18","protocadherin beta 5"
"Cabp7",0.153341900045612,0.107,"11","calcium binding protein 7"
"Dll1",-0.153154333565123,0.1386,"17","delta like canonical Notch ligand 1"
"Rhpn1",0.153096300092864,0.22,"15","rhophilin, Rho GTPase binding protein 1"
"4931414P19Rik",0.152818923246976,0.1058,"14","RIKEN cDNA 4931414P19 gene"
"Limd1",-0.152712901100742,0.0656,"9","LIM domains containing 1"
"Pde3a",-0.152595099450989,0.36,"6","phosphodiesterase 3A, cGMP inhibited"
"Isoc2b",0.152545705212278,0.1984,"7","isochorismatase domain containing 2b"
"Ghdc",-0.152423628198672,0.0996,"11","GH3 domain containing"
"Parp12",-0.152363857181642,0.1868,"6","poly (ADP-ribose) polymerase family, member 12"
"Pcp4",0.152363328011962,0.304,"16","Purkinje cell protein 4"
"Syt6",0.152009202521347,0.2908,"3","synaptotagmin VI"
"Slc16a4",-0.151984815984529,0.4356,"3","solute carrier family 16 (monocarboxylic acid transporters), member 4"
"Eps8l2",-0.151775585209647,0.5282,"7","EPS8-like 2"
"Elf1",-0.151586451074729,0.2128,"14","E74 like ETS transcription factor 1"
"Ppp1cc",0.151496885178021,0.1448,"5","protein phosphatase 1 catalytic subunit gamma"
"Ppp1cc",0.151496885178021,0.1448,"5","protein phosphatase 1 catalytic subunit gamma"
"Pam16",0.151475184187214,0.2478,"16","presequence translocase-asssociated motor 16"
"Rai14",-0.151384193072339,0.419,"15","retinoic acid induced 14"
"Ppp1r13l",0.151374508603021,0.1934,"7","protein phosphatase 1, regulatory subunit 13 like"
"Chrna5",-0.151349140270121,0.402,"9","cholinergic receptor, nicotinic, alpha polypeptide 5"
"Cyp4f15",0.151079866798374,0.1734,"17","cytochrome P450, family 4, subfamily f, polypeptide 15"
"E130008D07Rik",0.151074830828542,0.171,"17","RIKEN cDNA E130008D07 gene"
"Rita1",0.150843962148548,0.0246,"5","RBPJ interacting and tubulin associated 1"
"Egr3",-0.15076827294697,0.2178,"14","early growth response 3"
"Loxl1",-0.150706848088759,0.2582,"9","lysyl oxidase-like 1"
"Rhobtb1",-0.150627061674808,0.2548,"10","Rho-related BTB domain containing 1"
"Itga9",-0.15055991488718,0.5114,"9","integrin alpha 9"
"Htr5b",-0.150534926380874,0.373,"1","5-hydroxytryptamine (serotonin) receptor 5B"
"Pxylp1",0.150376529903131,0.0026,"9","2-phosphoxylose phosphatase 1"
"Zic4",-0.150350727182773,0.6116,"9","zinc finger protein of the cerebellum 4"
