"symbol","logFC","P.Value","chr","description"
"Gcn1",0.0604105555782137,0.73,"5","GCN1 activator of EIF2AK4"
"Senp1",0.0604012320076781,0.6048,"15","SUMO1/sentrin specific peptidase 1"
"Bfar",0.0603966355343619,0.4768,"16","bifunctional apoptosis regulator"
"Bfar",0.0603966355343619,0.4768,"16","bifunctional apoptosis regulator"
"Slit2",-0.0603606799486354,0.8048,"5","slit guidance ligand 2"
"Sav1",0.0602454237931038,0.3208,"12","salvador family WW domain containing 1"
"E2f5",-0.0602433982911843,0.6292,"3","E2F transcription factor 5"
"Mrpl9",0.0602355579166103,0.4176,"3","mitochondrial ribosomal protein L9"
"Zfp120",-0.0602074700306319,0.5948,"2","zinc finger protein 120"
"Ccdc62",0.0601764305662111,0.8936,"5","coiled-coil domain containing 62"
"Gosr1",0.0601617189234016,0.124,"11","golgi SNAP receptor complex member 1"
"Pou6f1",0.0601390008477969,0.6484,"15","POU domain, class 6, transcription factor 1"
"Zranb1",0.0601227655173417,0.6092,"7","zinc finger, RAN-binding domain containing 1"
"Extl1",-0.0601107775235166,0.5996,"4","exostosin-like glycosyltransferase 1"
"Prr3",0.060107186336495,0.6512,"17","proline-rich polypeptide 3"
"Adam23",-0.0600835868574929,0.3164,"1","a disintegrin and metallopeptidase domain 23"
"Cggbp1",-0.0600698670431044,0.5108,"16","CGG triplet repeat binding protein 1"
"Rundc3b",-0.0600638038889523,0.796,"5","RUN domain containing 3B"
"Cd3eap",0.0600524057437362,0.5136,"7","CD3E antigen, epsilon polypeptide associated protein"
"Slc6a11",0.060029070858346,0.314,"6","solute carrier family 6 (neurotransmitter transporter, GABA), member 11"
"Arf6",-0.0600230997879114,0.5928,"12","ADP-ribosylation factor 6"
"Begain",0.0600015565494445,0.6516,"12","brain-enriched guanylate kinase-associated"
"Scap",-0.0600000284463595,0.4436,"9","SREBF chaperone"
"Pknox2",0.0599561971000311,0.2996,"9","Pbx/knotted 1 homeobox 2"
"Etnppl",0.0599451403373035,0.7976,"3","ethanolamine phosphate phospholyase"
"Ccdc134",0.0599154776410651,0.7304,"15","coiled-coil domain containing 134"
"Kat6b",0.0598811944500914,0.6944,"14","K(lysine) acetyltransferase 6B"
"Ccbe1",-0.0598536981459032,0.6476,"18","collagen and calcium binding EGF domains 1"
"Yme1l1",0.0598362731176358,0.5372,"2","YME1-like 1 (S. cerevisiae)"
"Auts2",0.0598249389857806,0.6912,"5","autism susceptibility candidate 2"
"Elmod3",0.0598243031606165,0.6448,"6","ELMO/CED-12 domain containing 3"
"Glo1",0.0598052557126261,0.5608,"17","glyoxalase 1"
"Eef1g",0.0598039509525234,0.5696,"19","eukaryotic translation elongation factor 1 gamma"
"Insig2",0.0598012060401851,0.33,"1","insulin induced gene 2"
"Pex2",0.0597828486717233,0.596,"3","peroxisomal biogenesis factor 2"
"Slc38a9",0.0597644924207295,0.6532,"13","solute carrier family 38, member 9"
"Ddx23",0.0597090228456496,0.3748,"15","DEAD box helicase 23"
"Ubiad1",0.059701215544687,0.5208,"4","UbiA prenyltransferase domain containing 1"
"Dnajc7",0.0596962798699252,0.116,"11","DnaJ heat shock protein family (Hsp40) member C7"
"Kcnj4",0.0596402884496374,0.8016,"15","potassium inwardly-rectifying channel, subfamily J, member 4"
"Selenof",0.0596299569429952,0.5464,"3","selenoprotein F"
"Enpp4",-0.0596271709664755,0.7624,"17","ectonucleotide pyrophosphatase/phosphodiesterase 4"
"Rbbp4",0.0595735272937947,0.4892,"4","retinoblastoma binding protein 4, chromatin remodeling factor"
"Brinp3",-0.0595635290043184,0.6968,"1","bone morphogenetic protein/retinoic acid inducible neural specific 3"
"Dse",-0.0595467255208191,0.624,"10","dermatan sulfate epimerase"
"Npnt",0.0595144436708006,0.2392,"3","nephronectin"
"Cep128",0.0595135710282437,0.6884,"12","centrosomal protein 128"
"Atl2",0.0595129671671009,0.2356,"17","atlastin GTPase 2"
"Rbbp9",-0.0595052270651903,0.4152,"2","retinoblastoma binding protein 9, serine hydrolase"
"Slc35a1",0.0594954340322191,0.5764,"4","solute carrier family 35 (CMP-sialic acid transporter), member 1"
"Pde4dip",-0.059486247740721,0.5376,"3","phosphodiesterase 4D interacting protein (myomegalin)"
"Surf1",0.0594780657326064,0.4832,"2","surfeit gene 1"
"Cwc15",0.0594528413497644,0.5816,"9","CWC15 spliceosome-associated protein"
"Wdr26",0.0594167619006711,0.4512,"1","WD repeat domain 26"
"Supt7l",0.0594088238705286,0.426,"5","SPT7-like, STAGA complex gamma subunit"
"Tmem43",-0.0594057361115308,0.5724,"6","transmembrane protein 43"
"Daxx",0.0593979019726669,0.5952,"17","Fas death domain-associated protein"
"Mmachc",-0.0593420233794606,0.664,"4","methylmalonic aciduria cblC type, with homocystinuria"
"Coro1b",0.0593367729485745,0.556,"19","coronin, actin binding protein 1B"
"Acap2",0.0593295431281193,0.7444,"16","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
"Rtl6",-0.0593282273655218,0.4116,"15","retrotransposon Gag like 6"
"Ccdc115",0.0593105207396558,0.6196,"1","coiled-coil domain containing 115"
"Abca8a",-0.0592900025409735,0.78,"11","ATP-binding cassette, sub-family A (ABC1), member 8a"
"Cdadc1",0.0592875821545311,0.2808,"14","cytidine and dCMP deaminase domain containing 1"
"Dedd2",-0.0592790658390978,0.7628,"7","death effector domain-containing DNA binding protein 2"
"Pmvk",-0.0592553825966267,0.6324,"3","phosphomevalonate kinase"
"Eif3m",0.0592494405113575,0.4876,"2","eukaryotic translation initiation factor 3, subunit M"
"Them6",0.059243575857546,0.7328,"15","thioesterase superfamily member 6"
"Rcor1",0.0592412088821348,0.6116,"12","REST corepressor 1"
"Chpt1",-0.0591804241834089,0.6156,"10","choline phosphotransferase 1"
"Nr1h2",-0.0591688771640877,0.6804,"7","nuclear receptor subfamily 1, group H, member 2"
"Mapkapk5",0.0591572389620776,0.4708,"5","MAP kinase-activated protein kinase 5"
"Tm9sf2",-0.0591468622512057,0.5908,"14","transmembrane 9 superfamily member 2"
"Plekha8",0.0591406548886813,0.686,"6","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8"
"Ip6k2",0.0591347716837536,0.552,"9","inositol hexaphosphate kinase 2"
"Dhx40",0.0591339326867146,0.3556,"11","DEAH (Asp-Glu-Ala-His) box polypeptide 40"
"Sec24c",-0.0591302890493193,0.4836,"14","Sec24 related gene family, member C (S. cerevisiae)"
"Mrps17",0.0591218053942937,0.5052,"5","mitochondrial ribosomal protein S17"
"Zfp516",0.059095276679761,0.6868,"18","zinc finger protein 516"
"Pcdhb3",0.0590933944116032,0.5524,"18","protocadherin beta 3"
"Hdac4",-0.0590760478569843,0.3816,"1","histone deacetylase 4"
"Inpp4b",-0.0590685034561811,0.67,"8","inositol polyphosphate-4-phosphatase, type II"
"Tmem185a",-0.0590469471329564,0.58,"X","transmembrane protein 185A"
"Pros1",-0.0590403063529368,0.7112,"16","protein S (alpha)"
"Tcea1",0.0590358370322832,0.5912,"1","transcription elongation factor A (SII) 1"
"Slc29a2",0.0590344023430416,0.7028,"19","solute carrier family 29 (nucleoside transporters), member 2"
"Armc5",-0.0590318591075949,0.7052,"7","armadillo repeat containing 5"
"Ncaph2",0.059010252010733,0.338,"15","non-SMC condensin II complex, subunit H2"
"Srr",0.0590088622738145,0.4964,"11","serine racemase"
"Cop1",0.0589673592345159,0.2716,"1","COP1, E3 ubiquitin ligase"
"Rbm14",-0.0589636426377762,0.2824,"19","RNA binding motif protein 14"
"Cct7",0.0589548473775352,0.6264,"6","chaperonin containing Tcp1, subunit 7 (eta)"
"Commd2",-0.0589435815891819,0.4428,"3","COMM domain containing 2"
"Efcc1",-0.0589388839765959,0.648,"6","EF hand and coiled-coil domain containing 1"
"Tcf4",0.058898453020646,0.5556,"18","transcription factor 4"
"Frmd4b",0.0588868869090238,0.4096,"6","FERM domain containing 4B"
"Mrpl49",0.0588762427079814,0.6236,"19","mitochondrial ribosomal protein L49"
"Ykt6",-0.0588722867760278,0.416,"11","YKT6 v-SNARE homolog (S. cerevisiae)"
"Rabep2",0.058863210555383,0.6948,"7","rabaptin, RAB GTPase binding effector protein 2"
"Apbb1",-0.0588563219265055,0.6348,"7","amyloid beta (A4) precursor protein-binding, family B, member 1"
"Atrn",-0.0588368418233909,0.4632,"2","attractin"
"Atg2a",0.0588071086932551,0.6832,"19","autophagy related 2A"
"Lamc1",-0.0587937475429046,0.3,"1","laminin, gamma 1"
"Pcdh20",0.0587919599072695,0.6544,"14","protocadherin 20"
"Otud7a",-0.0587857211272604,0.4984,"7","OTU domain containing 7A"
"Mad1l1",0.0587771814894706,0.7376,"5","MAD1 mitotic arrest deficient 1-like 1"
"Clybl",0.0587549227030042,0.554,"14","citrate lyase beta like"
"Epop",0.0587316327417637,0.7756,"11","elongin BC and polycomb repressive complex 2 associated protein"
"Rnf121",-0.0587249057021086,0.4816,"7","ring finger protein 121"
"Pdcd5",0.058709431494707,0.6148,"7","programmed cell death 5"
"Samm50",0.0586984471434642,0.3644,"15","SAMM50 sorting and assembly machinery component"
"Ttc3",0.0586983747200875,0.5652,"16","tetratricopeptide repeat domain 3"
"Dennd5a",0.0586849291879386,0.5132,"7","DENN/MADD domain containing 5A"
"Klhl12",-0.0586847212537158,0.322,"1","kelch-like 12"
"Osbpl2",-0.0586677170566361,0.4328,"2","oxysterol binding protein-like 2"
"Umad1",0.0586666797770592,0.4604,"6","UMAP1-MVP12 associated (UMA) domain containing 1"
"Slc20a1",0.0586531003422266,0.6256,"2","solute carrier family 20, member 1"
"Pik3c2b",0.0586358777066955,0.7576,"1","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta"
"Thoc5",0.0586243138632616,0.356,"11","THO complex 5"
"Plekhm1",0.0586145458026444,0.6084,"11","pleckstrin homology domain containing, family M (with RUN domain) member 1"
"Atp5o",0.0585160990285738,0.6856,"16","ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
"Btg1",0.0585150014774225,0.6744,"10","BTG anti-proliferation factor 1"
"Azin1",-0.0584820221131448,0.6732,"15","antizyme inhibitor 1"
"Vars",0.058478752795736,0.6132,"17","valyl-tRNA synthetase"
"Rpl10a",0.0584723467365125,0.6724,"17","ribosomal protein L10A"
"Grb2",0.0584638654335459,0.57,"11","growth factor receptor bound protein 2"
"Pkdcc",-0.0584625557005105,0.758,"17","protein kinase domain containing, cytoplasmic"
"Ndrg1",-0.0584624195252292,0.7996,"15","N-myc downstream regulated gene 1"
"Clmn",-0.0584503705799735,0.5912,"12","calmin"
"Syap1",0.0584283490895521,0.3388,"X","synapse associated protein 1"
"Cox7b",0.0583977195226533,0.616,"X","cytochrome c oxidase subunit 7B"
"Aimp2",0.0583895186737386,0.6164,"5","aminoacyl tRNA synthetase complex-interacting multifunctional protein 2"
"Apln",0.0583592669001503,0.5984,"X","apelin"
"Ahcyl1",0.0583524642811266,0.2136,"3","S-adenosylhomocysteine hydrolase-like 1"
"Ubr1",-0.0583482688439503,0.712,"2","ubiquitin protein ligase E3 component n-recognin 1"
"Cic",-0.0583428351358606,0.552,"7","capicua transcriptional repressor"
"P4hb",-0.0583068335431607,0.598,"11","prolyl 4-hydroxylase, beta polypeptide"
"Adrb1",0.0582876289054162,0.56,"19","adrenergic receptor, beta 1"
"Nucb1",-0.0582811212231968,0.5188,"7","nucleobindin 1"
"Cgrrf1",-0.058272459599678,0.4476,"14","cell growth regulator with ring finger domain 1"
"Gm973",0.0582688597551457,0.7036,"1","predicted gene 973"
"Ubfd1",0.0582550328622604,0.684,"7","ubiquitin family domain containing 1"
"Nnat",-0.0582481969734934,0.7496,"2","neuronatin"
"Ctps",-0.0582359579044676,0.4216,"4","cytidine 5'-triphosphate synthase"
"Nfyb",0.0582192374877755,0.6024,"10","nuclear transcription factor-Y beta"
"Brd8",0.0582166199594436,0.6324,"18","bromodomain containing 8"
"Bicral",0.0582162073407275,0.6968,"17","BRD4 interacting chromatin remodeling complex associated protein like"
"Jam2",0.0582117641067192,0.5196,"16","junction adhesion molecule 2"
"Lrp1",-0.0581893706536132,0.7108,"10","low density lipoprotein receptor-related protein 1"
"Snw1",0.0581888955890957,0.3128,"12","SNW domain containing 1"
"Lrp6",-0.0581821783206324,0.6072,"6","low density lipoprotein receptor-related protein 6"
"Pars2",0.0581697985846836,0.7052,"4","prolyl-tRNA synthetase (mitochondrial)(putative)"
"Pik3r3",-0.0581382233066048,0.4952,"4","phosphoinositide-3-kinase regulatory subunit 3"
"Lmo1",0.0581279681122524,0.742,"7","LIM domain only 1"
"Zc3h6",-0.0581214618040109,0.6984,"2","zinc finger CCCH type containing 6"
"Ptcd2",0.0581129726147784,0.5072,"13","pentatricopeptide repeat domain 2"
"Ltbp3",-0.0580797272688107,0.81,"19","latent transforming growth factor beta binding protein 3"
"Caprin1",-0.0580668772256638,0.6568,"2","cell cycle associated protein 1"
"6030458C11Rik",-0.0580541209523782,0.4696,"15","RIKEN cDNA 6030458C11 gene"
"Mesd",0.0580469357975968,0.4424,"7","mesoderm development LRP chaperone"
"Ank2",-0.0580450933455054,0.5008,"3","ankyrin 2, brain"
"9530068E07Rik",-0.0580432163636457,0.4676,"11","RIKEN cDNA 9530068E07 gene"
"Tmc7",0.0580419720192102,0.5488,"7","transmembrane channel-like gene family 7"
"Aco1",-0.0580404318159378,0.2448,"4","aconitase 1"
"Syf2",0.0580289673531738,0.4864,"4","SYF2 homolog, RNA splicing factor (S. cerevisiae)"
"Sertad4",0.058020110556317,0.6228,"1","SERTA domain containing 4"
"Zfp442",0.0580198632997582,0.7564,"2","zinc finger protein 442"
"Dbndd1",-0.057987708656102,0.5308,"8","dysbindin (dystrobrevin binding protein 1) domain containing 1"
"Plpp6",-0.0579620194303585,0.4984,"19","phospholipid phosphatase 6"
"Tesk1",0.0579301033891619,0.538,"4","testis specific protein kinase 1"
"Trmt10a",0.05792845585434,0.4288,"3","tRNA methyltransferase 10A"
"Cadm4",-0.057919571784053,0.7172,"7","cell adhesion molecule 4"
"Nlk",0.0579125536190492,0.5808,"11","nemo like kinase"
"Ankrd11",-0.0578937040642975,0.6872,"8","ankyrin repeat domain 11"
"Tesc",0.0578826692471388,0.726,"5","tescalcin"
"Sac3d1",-0.057880880401632,0.784,"19","SAC3 domain containing 1"
"Dlec1",0.0578704045124914,0.9476,"9","deleted in lung and esophageal cancer 1"
"Emg1",0.0578494353525079,0.4232,"6","EMG1 N1-specific pseudouridine methyltransferase"
"Scn3a",0.0578310653933878,0.7296,"2","sodium channel, voltage-gated, type III, alpha"
"Akap11",-0.0578248632969194,0.6936,"14","A kinase (PRKA) anchor protein 11"
"Drd1",0.0578226983976453,0.752,"13","dopamine receptor D1"
"Txndc5",-0.0578152677114616,0.5476,"13","thioredoxin domain containing 5"
"Psap",-0.057797410992924,0.5536,"10","prosaposin"
"Hectd2",0.0577925709143381,0.7968,"19","HECT domain E3 ubiquitin protein ligase 2"
"Ryr3",0.0577611607516726,0.8584,"2","ryanodine receptor 3"
"Napb",-0.0577525074606093,0.6984,"2","N-ethylmaleimide sensitive fusion protein attachment protein beta"
"Tekt5",-0.0577236645798389,0.9188,"16","tektin 5"
"Gpcpd1",0.0577155842178714,0.7088,"2","glycerophosphocholine phosphodiesterase 1"
"Dpf1",0.0577136971532317,0.6772,"7","double PHD fingers 1"
"Endov",-0.0576922881946462,0.6032,"11","endonuclease V"
"Ric8b",0.0576830821938197,0.5524,"10","RIC8 guanine nucleotide exchange factor B"
"Ccdc181",0.0576822559083574,0.42,"1","coiled-coil domain containing 181"
"Parvg",0.057677262747037,0.8072,"15","parvin, gamma"
"Zranb2",0.0576553586107975,0.6964,"3","zinc finger, RAN-binding domain containing 2"
"Ripk1",-0.0576540905729792,0.7056,"13","receptor (TNFRSF)-interacting serine-threonine kinase 1"
"Pwwp3a",0.0576416624266285,0.6356,"10","PWWP domain containing 3A, DNA repair factor"
"Xndc1",-0.0576355365242707,0.616,"7","Xrcc1 N-terminal domain containing 1"
"Tmcc1",0.0576086385718213,0.2808,"6","transmembrane and coiled coil domains 1"
"Pdcd11",0.0575999185556384,0.7284,"19","programmed cell death 11"
"Mindy2",0.0575630488363865,0.3544,"9","MINDY lysine 48 deubiquitinase 2"
"Urgcp",-0.0575383808801337,0.4516,"11","upregulator of cell proliferation"
"Usp48",0.0575302370198436,0.7604,"4","ubiquitin specific peptidase 48"
"Cpsf3",0.0575084010733491,0.1208,"12","cleavage and polyadenylation specificity factor 3"
"Selenoi",-0.0575042762412821,0.4844,"5","selenoprotein I"
"Enoph1",0.0575029379584677,0.644,"5","enolase-phosphatase 1"
"Rasd2",0.0574896711441202,0.6348,"8","RASD family, member 2"
"H3f3b",0.05747959220776,0.5012,"11","H3.3 histone B"
"Psmb2",0.0574790759528518,0.6252,"4","proteasome (prosome, macropain) subunit, beta type 2"
"Clip2",-0.0574707224052657,0.342,"5","CAP-GLY domain containing linker protein 2"
"Naa20",0.057446656026479,0.45,"2","N(alpha)-acetyltransferase 20, NatB catalytic subunit"
"Rab7",0.0574430224368587,0.5004,"6","RAB7, member RAS oncogene family"
"Ythdf1",0.0574248149685728,0.5064,"2","YTH N6-methyladenosine RNA binding protein 1"
"Cacng2",-0.0573983040688288,0.5004,"15","calcium channel, voltage-dependent, gamma subunit 2"
"Zfp267",0.0573915275216761,0.4328,"3","zinc finger protein 267"
"Plat",-0.0573787258200564,0.5156,"8","plasminogen activator, tissue"
"Lenep",0.0573554410222248,0.7496,"3","lens epithelial protein"
"Klhl33",0.0573482537472785,0.8448,"14","kelch-like 33"
"Mcoln1",0.0573474530906148,0.4984,"8","mucolipin 1"
"Fbxo30",-0.0573248259010626,0.5756,"10","F-box protein 30"
"Ppox",0.0573116907941644,0.8212,"1","protoporphyrinogen oxidase"
"Smad1",0.0572963439141478,0.5948,"8","SMAD family member 1"
"Sh3tc2",-0.0572956580290227,0.8316,"18","SH3 domain and tetratricopeptide repeats 2"
"Atp1a1",-0.0572631806560189,0.386,"3","ATPase, Na+/K+ transporting, alpha 1 polypeptide"
"Adcy9",-0.0572496693087698,0.3776,"16","adenylate cyclase 9"
"Mettl6",-0.0572490720417074,0.5084,"14","methyltransferase like 6"
"H2bc4",0.0572444571521382,0.6704,"13","H2B clustered histone 4"
"Aamdc",-0.0572381365678565,0.6,"7","adipogenesis associated Mth938 domain containing"
"Glis2",0.0572230756312937,0.752,"16","GLIS family zinc finger 2"
"Ctnna1",-0.0572091934941117,0.5976,"18","catenin (cadherin associated protein), alpha 1"
"Ube2z",-0.0572020684173005,0.514,"11","ubiquitin-conjugating enzyme E2Z"
"Gng2",0.0571996777855759,0.6032,"14","guanine nucleotide binding protein (G protein), gamma 2"
"Wsb2",0.0571742185833566,0.57,"5","WD repeat and SOCS box-containing 2"
"Parp6",0.0571359819876989,0.4568,"9","poly (ADP-ribose) polymerase family, member 6"
"Sox9",-0.0571154123719833,0.5492,"11","SRY (sex determining region Y)-box 9"
"Aldh18a1",-0.0571022848345448,0.4864,"19","aldehyde dehydrogenase 18 family, member A1"
"Dnaja3",-0.0570999858030286,0.4888,"16","DnaJ heat shock protein family (Hsp40) member A3"
"Mysm1",0.0570937103292515,0.7668,"4","myb-like, SWIRM and MPN domains 1"
"Phactr4",-0.0570855966426258,0.6904,"4","phosphatase and actin regulator 4"
"Tmem129",0.0570846036592823,0.4068,"5","transmembrane protein 129"
"Vamp1",0.0570839133835044,0.4556,"6","vesicle-associated membrane protein 1"
"Vamp1",0.0570839133835044,0.4556,"6","vesicle-associated membrane protein 1"
"Sdhaf1",0.0570817795822762,0.754,"7","succinate dehydrogenase complex assembly factor 1"
"Mgat3",-0.0570811253110159,0.5708,"15","mannoside acetylglucosaminyltransferase 3"
"Pex19",-0.0570714120131068,0.554,"1","peroxisomal biogenesis factor 19"
"Txnrd2",-0.0570712670664908,0.7768,"16","thioredoxin reductase 2"
"Aox1",0.0570579947851191,0.8504,"1","aldehyde oxidase 1"
"Snph",0.0570530795949473,0.5844,"2","syntaphilin"
"Ajm1",0.057045103683512,0.7004,"2","apical junction component 1"
"Gabrr2",0.057025637875685,0.8804,"4","gamma-aminobutyric acid (GABA) C receptor, subunit rho 2"
"Fam118a",-0.0570231974419437,0.2528,"15","family with sequence similarity 118, member A"
"Lmnb1",-0.0570201100486845,0.5576,"18","lamin B1"
"Maged1",0.0570091579320042,0.2676,"X","MAGE family member D1"
"Tppp3",0.0569932790011247,0.8416,"8","tubulin polymerization-promoting protein family member 3"
